,HorarioH,Velocidade máxima,Horário,Gênero,Região,Idade
6273,12.833333333333334,100,770,Male,Outer Regional Australia,53
6275,17.433333333333334,80,1046,Male,Major Cities of Australia,42
6276,15.583333333333334,110,935,Male,Remote Australia,70
6278,10.0,50,600,Male,Inner Regional Australia,93
6279,12.0,110,720,Female,Remote Australia,90
6282,16.5,70,990,Male,Major Cities of Australia,83
6283,13.0,60,780,Male,Very Remote Australia,79
6286,16.0,110,960,Male,Very Remote Australia,1
6291,13.816666666666666,110,829,Male,Remote Australia,39
6295,8.716666666666667,90,523,Male,Major Cities of Australia,30
6296,14.95,110,897,Male,Very Remote Australia,35
6299,11.833333333333334,80,710,Male,Major Cities of Australia,46
6302,15.5,50,930,Female,Major Cities of Australia,63
6307,6.383333333333334,70,383,Male,Major Cities of Australia,49
6308,10.816666666666666,80,649,Male,Inner Regional Australia,49
6310,11.333333333333334,50,680,Female,Outer Regional Australia,82
6311,22.0,100,1320,Male,Inner Regional Australia,32
6314,20.716666666666665,50,1243,Male,Major Cities of Australia,40
6316,21.75,60,1305,Female,Major Cities of Australia,39
6319,15.25,50,915,Female,Major Cities of Australia,44
6321,6.883333333333334,60,413,Male,Major Cities of Australia,80
6322,9.0,50,540,Male,Major Cities of Australia,96
6323,17.666666666666668,80,1060,Male,Major Cities of Australia,75
6324,23.416666666666668,100,1405,Male,Inner Regional Australia,68
6325,4.5,80,270,Female,Major Cities of Australia,67
6329,8.75,60,525,Female,Major Cities of Australia,60
6333,21.416666666666668,50,1285,Male,Inner Regional Australia,71
6334,5.066666666666666,110,304,Male,Inner Regional Australia,38
6335,17.0,110,1020,Male,Very Remote Australia,7
6336,9.833333333333334,80,590,Male,Inner Regional Australia,36
6337,17.0,40,1020,Female,Major Cities of Australia,93
6338,8.833333333333334,70,530,Female,Inner Regional Australia,28
6339,17.5,100,1050,Male,Inner Regional Australia,52
6342,2.5,100,150,Male,Outer Regional Australia,22
6344,1.8833333333333333,80,113,Female,Inner Regional Australia,17
6348,19.833333333333332,50,1190,Female,Major Cities of Australia,39
6349,21.083333333333332,80,1265,Male,Inner Regional Australia,29
6350,20.5,100,1230,Male,Outer Regional Australia,30
6355,4.583333333333333,60,275,Male,Major Cities of Australia,47
6356,22.0,100,1320,Male,Outer Regional Australia,44
6357,2.5,60,150,Male,Outer Regional Australia,43
6358,1.1666666666666667,80,70,Male,Inner Regional Australia,46
6359,0.3333333333333333,100,20,Male,Remote Australia,23
6361,19.666666666666668,100,1180,Female,Major Cities of Australia,23
6362,5.333333333333333,60,320,Male,Outer Regional Australia,27
6364,19.75,100,1185,Male,Inner Regional Australia,53
6365,11.416666666666666,100,685,Male,Outer Regional Australia,77
6366,10.0,50,600,Female,Major Cities of Australia,93
6367,12.6,110,756,Male,Very Remote Australia,10
6368,12.583333333333334,110,755,Female,Outer Regional Australia,10
6369,12.583333333333334,110,755,Female,Outer Regional Australia,5
6370,12.866666666666667,50,772,Male,Outer Regional Australia,19
6371,12.866666666666667,50,772,Male,Outer Regional Australia,19
6373,7.5,110,450,Male,Outer Regional Australia,23
6374,7.5,110,450,Male,Outer Regional Australia,17
6375,7.5,110,450,Male,Outer Regional Australia,21
6376,17.0,80,1020,Male,Major Cities of Australia,26
6377,20.0,60,1200,Male,Inner Regional Australia,20
6380,10.433333333333334,100,626,Male,Outer Regional Australia,47
6383,8.75,80,525,Female,Inner Regional Australia,69
6384,12.583333333333334,110,755,Male,Outer Regional Australia,70
6385,12.583333333333334,110,755,Female,Outer Regional Australia,69
6386,14.666666666666666,100,880,Male,Inner Regional Australia,51
6387,11.5,80,690,Male,Inner Regional Australia,75
6388,12.416666666666666,80,745,Female,Outer Regional Australia,82
6390,16.666666666666668,110,1000,Female,Inner Regional Australia,80
6391,15.233333333333333,100,914,Female,Outer Regional Australia,36
6395,7.466666666666667,100,448,Male,Outer Regional Australia,17
6396,15.5,70,930,Male,Major Cities of Australia,22
6397,9.5,110,570,Female,Remote Australia,18
6398,9.166666666666666,100,550,Male,Outer Regional Australia,24
6399,8.25,100,495,Male,Inner Regional Australia,23
6400,17.283333333333335,100,1037,Male,Inner Regional Australia,22
6402,15.483333333333333,100,929,Male,Inner Regional Australia,32
6404,17.683333333333334,110,1061,Female,Outer Regional Australia,33
6407,13.0,110,780,Female,Very Remote Australia,32
6408,16.083333333333332,60,965,Male,Major Cities of Australia,33
6411,16.666666666666668,110,1000,Female,Inner Regional Australia,49
6413,15.233333333333333,100,914,Female,Outer Regional Australia,60
6415,9.5,80,570,Male,Inner Regional Australia,51
6416,16.416666666666668,100,985,Male,Outer Regional Australia,46
6417,13.75,110,825,Male,Outer Regional Australia,45
6418,6.0,100,360,Male,Outer Regional Australia,49
6420,6.3,100,378,Female,Major Cities of Australia,54
6422,16.5,90,990,Male,Inner Regional Australia,71
6423,15.483333333333333,100,929,Male,Inner Regional Australia,76
6426,0.6666666666666666,50,40,Female,Major Cities of Australia,43
6427,23.583333333333332,70,1415,Male,Major Cities of Australia,20
6428,2.6666666666666665,100,160,Male,Major Cities of Australia,71
6429,17.916666666666668,60,1075,Male,Inner Regional Australia,62
6431,7.25,60,435,Female,Major Cities of Australia,82
6432,14.883333333333333,40,893,Male,Major Cities of Australia,81
6433,17.166666666666668,50,1030,Male,Major Cities of Australia,1
6434,16.916666666666668,60,1015,Female,Major Cities of Australia,15
6435,13.066666666666666,100,784,Male,Outer Regional Australia,33
6438,17.316666666666666,50,1039,Male,Major Cities of Australia,2
6439,9.333333333333334,50,560,Male,Major Cities of Australia,1
6441,21.333333333333332,40,1280,Male,Major Cities of Australia,79
6442,1.3333333333333333,50,80,Female,Major Cities of Australia,19
6444,22.0,110,1320,Female,Very Remote Australia,47
6445,19.016666666666666,60,1141,Male,Major Cities of Australia,45
6446,18.416666666666668,80,1105,Male,Outer Regional Australia,68
6447,13.916666666666666,100,835,Male,Inner Regional Australia,48
6448,14.0,80,840,Male,Inner Regional Australia,13
6452,15.933333333333334,110,956,Male,Inner Regional Australia,35
6453,3.25,100,195,Male,Major Cities of Australia,17
6455,23.833333333333332,60,1430,Male,Remote Australia,25
6456,21.0,90,1260,Male,Inner Regional Australia,24
6459,23.833333333333332,60,1430,Male,Remote Australia,26
6460,23.833333333333332,60,1430,Male,Remote Australia,26
6461,20.583333333333332,100,1235,Male,Inner Regional Australia,38
6462,21.0,90,1260,Male,Inner Regional Australia,30
6463,21.0,110,1260,Male,Very Remote Australia,30
6464,23.833333333333332,80,1430,Male,Inner Regional Australia,43
6465,22.5,80,1350,Male,Outer Regional Australia,19
6466,21.0,110,1260,Female,Very Remote Australia,24
6470,2.1666666666666665,50,130,Male,Major Cities of Australia,34
6472,20.333333333333332,60,1220,Male,Major Cities of Australia,58
6474,21.116666666666667,110,1267,Male,Very Remote Australia,48
6476,18.166666666666668,100,1090,Female,Outer Regional Australia,26
6477,10.5,100,630,Male,Inner Regional Australia,82
6479,13.616666666666667,50,817,Male,Inner Regional Australia,77
6481,17.833333333333332,110,1070,Male,Inner Regional Australia,18
6482,7.666666666666667,80,460,Female,Inner Regional Australia,22
6483,11.5,110,690,Female,Remote Australia,20
6484,7.25,110,435,Male,Inner Regional Australia,23
6485,12.416666666666666,100,745,Male,Outer Regional Australia,24
6486,15.25,110,915,Male,Inner Regional Australia,29
6487,16.75,50,1005,Male,Inner Regional Australia,30
6488,6.5,50,390,Male,Inner Regional Australia,31
6490,6.166666666666667,90,370,Male,Major Cities of Australia,41
6492,17.316666666666666,110,1039,Female,Inner Regional Australia,57
6493,10.75,110,645,Male,Very Remote Australia,48
6496,13.0,80,780,Male,Major Cities of Australia,82
6497,13.0,80,780,Female,Major Cities of Australia,84
6500,9.466666666666667,50,568,Female,Inner Regional Australia,84
6501,17.083333333333332,100,1025,Male,Outer Regional Australia,87
6502,16.916666666666668,50,1015,Male,Inner Regional Australia,88
6505,17.0,60,1020,Male,Inner Regional Australia,53
6506,15.333333333333334,80,920,Female,Inner Regional Australia,76
6507,17.0,80,1020,Male,Inner Regional Australia,25
6508,17.566666666666666,80,1054,Female,Major Cities of Australia,25
6509,15.666666666666666,60,940,Male,Major Cities of Australia,20
6511,8.0,60,480,Male,Remote Australia,30
6512,13.333333333333334,130,800,Male,Remote Australia,27
6513,14.5,100,870,Male,Inner Regional Australia,32
6515,7.5,100,450,Male,Inner Regional Australia,37
6516,12.166666666666666,80,730,Male,Inner Regional Australia,33
6517,6.5,60,390,Male,Major Cities of Australia,36
6518,22.833333333333332,110,1370,Male,Outer Regional Australia,47
6519,22.833333333333332,110,1370,Female,Outer Regional Australia,43
6520,17.75,100,1065,Female,Outer Regional Australia,49
6521,10.5,100,630,Male,Outer Regional Australia,61
6524,13.433333333333334,110,806,Male,Outer Regional Australia,64
6525,15.0,60,900,Male,Major Cities of Australia,43
6526,16.633333333333333,90,998,Male,Major Cities of Australia,55
6527,12.0,80,720,Male,Outer Regional Australia,54
6530,13.0,80,780,Male,Outer Regional Australia,46
6532,12.0,60,720,Male,Outer Regional Australia,59
6533,13.333333333333334,100,800,Female,Outer Regional Australia,44
6534,12.5,110,750,Male,Inner Regional Australia,46
6537,15.666666666666666,100,940,Female,Inner Regional Australia,69
6539,15.5,110,930,Male,Outer Regional Australia,70
6541,14.5,110,870,Male,Inner Regional Australia,26
6543,22.75,50,1365,Male,Outer Regional Australia,60
6545,8.25,60,495,Male,Major Cities of Australia,89
6547,8.25,100,495,Male,Major Cities of Australia,7
6549,5.5,130,330,Male,Remote Australia,37
6551,10.5,60,630,Female,Major Cities of Australia,65
6552,21.0,90,1260,Female,Inner Regional Australia,47
6553,1.3333333333333333,70,80,Male,Major Cities of Australia,76
6556,2.7333333333333334,100,164,Male,Outer Regional Australia,27
6563,5.5,80,330,Male,Major Cities of Australia,24
6564,22.166666666666668,110,1330,Male,Very Remote Australia,24
6565,22.166666666666668,110,1330,Male,Very Remote Australia,25
6566,22.0,100,1320,Male,Inner Regional Australia,18
6568,2.8333333333333335,100,170,Female,Outer Regional Australia,22
6569,20.083333333333332,100,1205,Male,Inner Regional Australia,22
6573,18.0,100,1080,Male,Outer Regional Australia,48
6575,3.5833333333333335,60,215,Male,Major Cities of Australia,20
6576,3.5833333333333335,60,215,Male,Major Cities of Australia,20
6581,21.0,110,1260,Male,Remote Australia,38
6584,19.0,70,1140,Male,Inner Regional Australia,45
6585,1.0333333333333334,40,62,Male,Very Remote Australia,48
6586,18.25,110,1095,Male,Inner Regional Australia,48
6591,7.933333333333334,50,476,Male,Major Cities of Australia,88
6592,12.433333333333334,60,746,Female,Major Cities of Australia,5
6593,9.666666666666666,60,580,Male,Major Cities of Australia,36
6595,9.666666666666666,50,580,Female,Inner Regional Australia,31
6596,9.416666666666666,80,565,Male,Inner Regional Australia,60
6597,13.85,60,831,Male,Major Cities of Australia,42
6598,13.433333333333334,110,806,Male,Outer Regional Australia,51
6600,17.583333333333332,80,1055,Male,Inner Regional Australia,67
6601,11.083333333333334,50,665,Female,Inner Regional Australia,72
6602,17.816666666666666,80,1069,Female,Major Cities of Australia,82
6608,16.833333333333332,100,1010,Female,Outer Regional Australia,19
6609,15.616666666666667,70,937,Male,Major Cities of Australia,17
6610,17.0,110,1020,Male,Very Remote Australia,24
6611,1.1833333333333333,50,71,Female,Major Cities of Australia,36
6612,1.1833333333333333,50,71,Female,Major Cities of Australia,37
6613,1.1833333333333333,50,71,Female,Major Cities of Australia,36
6615,22.75,60,1365,Male,Major Cities of Australia,34
6618,6.65,110,399,Female,Outer Regional Australia,31
6619,7.383333333333334,60,443,Female,Major Cities of Australia,30
6623,12.0,100,720,Male,Outer Regional Australia,60
6626,16.583333333333332,50,995,Male,Major Cities of Australia,44
6633,10.333333333333334,80,620,Male,Inner Regional Australia,44
6635,14.916666666666666,110,895,Male,Outer Regional Australia,65
6636,12.75,100,765,Male,Outer Regional Australia,73
6643,20.083333333333332,60,1205,Male,Major Cities of Australia,27
6645,20.333333333333332,100,1220,Female,Outer Regional Australia,35
6646,15.083333333333334,60,905,Male,Major Cities of Australia,33
6648,9.916666666666666,50,595,Female,Major Cities of Australia,86
6650,12.0,110,720,Male,Remote Australia,22
6652,10.166666666666666,50,610,Female,Major Cities of Australia,40
6654,17.566666666666666,50,1054,Male,Major Cities of Australia,67
6655,7.5,60,450,Male,Major Cities of Australia,46
6656,16.416666666666668,50,985,Male,Major Cities of Australia,41
6660,14.666666666666666,100,880,Male,Inner Regional Australia,75
6661,11.016666666666667,100,661,Female,Outer Regional Australia,65
6664,2.25,100,135,Female,Inner Regional Australia,22
6668,0.8166666666666667,50,49,Male,Major Cities of Australia,37
6669,19.883333333333333,80,1193,Male,Inner Regional Australia,30
6670,21.316666666666666,80,1279,Male,Major Cities of Australia,28
6671,5.666666666666667,80,340,Male,Major Cities of Australia,36
6677,3.1666666666666665,100,190,Male,Remote Australia,27
6678,21.75,60,1305,Female,Major Cities of Australia,17
6679,20.583333333333332,110,1235,Male,Outer Regional Australia,24
6684,1.0333333333333334,50,62,Female,Inner Regional Australia,24
6686,19.5,100,1170,Male,Outer Regional Australia,37
6687,18.416666666666668,100,1105,Male,Outer Regional Australia,49
6688,20.416666666666668,100,1225,Male,Inner Regional Australia,59
6689,4.416666666666667,80,265,Male,Inner Regional Australia,40
6692,2.5,110,150,Male,Very Remote Australia,61
6693,11.833333333333334,80,710,Female,Major Cities of Australia,90
6694,11.833333333333334,80,710,Male,Major Cities of Australia,33
6696,15.666666666666666,60,940,Female,Major Cities of Australia,43
6698,17.583333333333332,100,1055,Male,Inner Regional Australia,46
6699,0.5,100,30,Male,Outer Regional Australia,18
6701,11.75,90,705,Male,Outer Regional Australia,57
6702,11.833333333333334,80,710,Female,Major Cities of Australia,61
6704,16.166666666666668,110,970,Male,Very Remote Australia,50
6705,17.333333333333332,110,1040,Male,Outer Regional Australia,53
6706,11.916666666666666,100,715,Male,Inner Regional Australia,51
6709,11.75,80,705,Male,Outer Regional Australia,89
6711,13.916666666666666,50,835,Male,Inner Regional Australia,84
6713,17.483333333333334,110,1049,Male,Outer Regional Australia,75
6714,12.65,100,759,Male,Inner Regional Australia,88
6717,13.0,110,780,Female,Outer Regional Australia,15
6718,14.0,110,840,Male,Remote Australia,18
6719,7.666666666666667,110,460,Male,Inner Regional Australia,21
6721,10.5,50,630,Male,Major Cities of Australia,20
6723,15.4,110,924,Male,Inner Regional Australia,19
6725,15.583333333333334,110,935,Male,Very Remote Australia,23
6728,6.0,110,360,Female,Outer Regional Australia,26
6729,19.966666666666665,80,1198,Male,Inner Regional Australia,31
6730,12.333333333333334,110,740,Male,Outer Regional Australia,30
6732,17.5,130,1050,Male,Very Remote Australia,26
6733,7.666666666666667,110,460,Female,Inner Regional Australia,37
6735,12.65,100,759,Male,Inner Regional Australia,57
6738,8.5,100,510,Male,Inner Regional Australia,44
6740,9.5,100,570,Male,Inner Regional Australia,49
6744,14.5,100,870,Female,Inner Regional Australia,61
6745,9.583333333333334,110,575,Male,Outer Regional Australia,40
6746,17.483333333333334,110,1049,Female,Outer Regional Australia,74
6747,12.983333333333333,100,779,Male,Outer Regional Australia,74
6748,15.783333333333333,110,947,Male,Outer Regional Australia,67
6753,19.0,60,1140,Male,Major Cities of Australia,21
6754,18.083333333333332,40,1085,Female,Major Cities of Australia,63
6757,14.583333333333334,70,875,Female,Major Cities of Australia,82
6759,12.133333333333333,50,728,Female,Inner Regional Australia,92
6760,20.866666666666667,60,1252,Female,Major Cities of Australia,21
6761,16.083333333333332,50,965,Male,Major Cities of Australia,14
6762,11.416666666666666,60,685,Female,Major Cities of Australia,90
6763,5.166666666666667,60,310,Male,Major Cities of Australia,46
6764,18.75,110,1125,Male,Very Remote Australia,55
6765,1.0,110,60,Male,Remote Australia,40
6766,19.966666666666665,80,1198,Male,Inner Regional Australia,17
6770,4.716666666666667,100,283,Female,Outer Regional Australia,23
6771,2.0833333333333335,100,125,Male,Outer Regional Australia,20
6772,2.4166666666666665,60,145,Male,Outer Regional Australia,20
6773,4.716666666666667,100,283,Male,Outer Regional Australia,27
6774,22.5,110,1350,Male,Outer Regional Australia,33
6775,5.683333333333334,80,341,Male,Major Cities of Australia,60
6776,2.5,60,150,Male,Major Cities of Australia,60
6777,4.5,110,270,Male,Outer Regional Australia,61
6778,1.5,60,90,Male,Inner Regional Australia,21
6779,18.833333333333332,50,1130,Male,Inner Regional Australia,21
6780,21.733333333333334,70,1304,Female,Major Cities of Australia,25
6781,21.733333333333334,70,1304,Male,Major Cities of Australia,19
6782,21.733333333333334,70,1304,Male,Major Cities of Australia,24
6783,5.25,100,315,Female,Inner Regional Australia,20
6784,23.0,100,1380,Male,Major Cities of Australia,18
6785,18.083333333333332,100,1085,Male,Outer Regional Australia,27
6786,23.3,70,1398,Male,Major Cities of Australia,43
6787,2.0,80,120,Male,Outer Regional Australia,56
6788,2.716666666666667,110,163,Male,Remote Australia,43
6789,10.166666666666666,60,610,Male,Inner Regional Australia,84
6790,16.0,80,960,Female,Inner Regional Australia,90
6791,14.5,100,870,Female,Very Remote Australia,0
6792,12.0,100,720,Female,Inner Regional Australia,26
6795,13.25,100,795,Female,Inner Regional Australia,48
6796,13.25,100,795,Female,Inner Regional Australia,61
6797,11.083333333333334,100,665,Female,Outer Regional Australia,59
6798,10.166666666666666,110,610,Male,Very Remote Australia,44
6799,5.866666666666666,110,352,Male,Outer Regional Australia,19
6800,5.866666666666666,110,352,Male,Outer Regional Australia,19
6802,13.5,80,810,Female,Major Cities of Australia,58
6804,13.666666666666666,110,820,Male,Inner Regional Australia,64
6805,11.25,80,675,Male,Major Cities of Australia,56
6807,11.916666666666666,60,715,Female,Major Cities of Australia,82
6808,11.916666666666666,60,715,Male,Major Cities of Australia,84
6809,11.333333333333334,100,680,Female,Inner Regional Australia,18
6810,15.666666666666666,100,940,Male,Inner Regional Australia,36
6811,12.75,100,765,Female,Inner Regional Australia,4
6812,12.633333333333333,60,758,Male,Outer Regional Australia,16
6813,17.5,110,1050,Female,Very Remote Australia,9
6814,6.5,50,390,Male,Major Cities of Australia,25
6815,11.833333333333334,100,710,Male,Inner Regional Australia,18
6816,1.3333333333333333,80,80,Male,Very Remote Australia,38
6817,6.2,80,372,Male,Major Cities of Australia,31
6818,14.75,110,885,Male,Very Remote Australia,37
6819,17.5,60,1050,Male,Major Cities of Australia,31
6820,17.166666666666668,100,1030,Female,Inner Regional Australia,29
6822,13.166666666666666,60,790,Male,Outer Regional Australia,60
6823,13.05,100,783,Male,Inner Regional Australia,51
6824,9.75,110,585,Male,Outer Regional Australia,50
6826,15.15,50,909,Male,Major Cities of Australia,49
6827,11.166666666666666,90,670,Male,Inner Regional Australia,45
6828,7.75,110,465,Female,Very Remote Australia,57
6831,15.166666666666666,100,910,Female,Outer Regional Australia,54
6832,14.0,60,840,Male,Outer Regional Australia,45
6833,15.5,80,930,Male,Major Cities of Australia,49
6835,7.866666666666666,80,472,Male,Inner Regional Australia,70
6836,9.833333333333334,110,590,Female,Outer Regional Australia,72
6837,15.833333333333334,110,950,Female,Outer Regional Australia,69
6838,15.25,110,915,Male,Outer Regional Australia,26
6839,22.5,80,1350,Male,Outer Regional Australia,37
6840,22.833333333333332,70,1370,Male,Inner Regional Australia,32
6841,4.0,60,240,Male,Major Cities of Australia,52
6842,14.166666666666666,50,850,Female,Major Cities of Australia,78
6843,15.0,60,900,Male,Major Cities of Australia,86
6845,4.716666666666667,100,283,Male,Outer Regional Australia,42
6846,18.3,110,1098,Female,Outer Regional Australia,71
6847,18.333333333333332,90,1100,Female,Inner Regional Australia,77
6848,21.5,70,1290,Male,Major Cities of Australia,31
6850,4.2,130,252,Female,Very Remote Australia,26
6852,19.083333333333332,50,1145,Male,Major Cities of Australia,28
6854,18.616666666666667,100,1117,Male,Outer Regional Australia,56
6855,20.5,110,1230,Male,Inner Regional Australia,43
6856,19.0,60,1140,Male,Very Remote Australia,66
6857,23.0,100,1380,Male,Major Cities of Australia,16
6858,19.333333333333332,80,1160,Male,Inner Regional Australia,21
6859,18.133333333333333,100,1088,Male,Outer Regional Australia,34
6860,19.95,100,1197,Male,Inner Regional Australia,19
6861,17.033333333333335,80,1022,Female,Outer Regional Australia,11
6862,17.033333333333335,80,1022,Female,Outer Regional Australia,80
6863,17.833333333333332,40,1070,Male,Major Cities of Australia,32
6864,11.0,60,660,Female,Major Cities of Australia,74
6865,3.5833333333333335,80,215,Male,Major Cities of Australia,15
6866,3.05,90,183,Male,Major Cities of Australia,25
6868,21.0,60,1260,Male,Inner Regional Australia,38
6869,3.05,90,183,Female,Major Cities of Australia,29
6870,19.233333333333334,100,1154,Female,Inner Regional Australia,32
6872,18.05,60,1083,Female,Major Cities of Australia,30
6873,3.25,100,195,Male,Inner Regional Australia,47
6874,3.25,100,195,Male,Inner Regional Australia,60
6875,3.933333333333333,60,236,Male,Major Cities of Australia,50
6876,22.5,100,1350,Male,Inner Regional Australia,18
6877,21.266666666666666,100,1276,Female,Inner Regional Australia,25
6878,18.65,100,1119,Male,Inner Regional Australia,18
6879,20.333333333333332,80,1220,Male,Remote Australia,26
6881,16.75,100,1005,Female,Outer Regional Australia,19
6882,11.016666666666667,110,661,Male,Outer Regional Australia,19
6883,9.416666666666666,110,565,Female,Outer Regional Australia,23
6884,9.083333333333334,90,545,Male,Major Cities of Australia,32
6886,15.0,110,900,Male,Very Remote Australia,28
6887,17.5,80,1050,Male,Inner Regional Australia,28
6888,16.366666666666667,100,982,Male,Inner Regional Australia,50
6889,16.166666666666668,110,970,Male,Outer Regional Australia,49
6890,9.716666666666667,50,583,Male,Inner Regional Australia,62
6891,17.333333333333332,100,1040,Male,Inner Regional Australia,65
6892,17.333333333333332,80,1040,Male,Very Remote Australia,31
6893,15.75,100,945,Male,Outer Regional Australia,76
6894,17.766666666666666,100,1066,Male,Outer Regional Australia,86
6896,16.5,100,990,Female,Outer Regional Australia,82
6900,10.833333333333334,100,650,Male,Outer Regional Australia,20
6901,16.883333333333333,100,1013,Male,Inner Regional Australia,20
6903,16.333333333333332,100,980,Female,Inner Regional Australia,22
6904,7.583333333333333,100,455,Male,Inner Regional Australia,19
6905,16.916666666666668,80,1015,Female,Outer Regional Australia,17
6906,15.583333333333334,100,935,Male,Inner Regional Australia,21
6907,17.2,100,1032,Male,Inner Regional Australia,28
6910,8.25,110,495,Female,Remote Australia,28
6911,16.666666666666668,100,1000,Female,Inner Regional Australia,31
6912,8.083333333333334,100,485,Male,Inner Regional Australia,29
6913,17.833333333333332,80,1070,Male,Inner Regional Australia,27
6914,8.75,100,525,Male,Major Cities of Australia,28
6918,9.0,80,540,Male,Inner Regional Australia,57
6919,6.833333333333333,75,410,Male,Major Cities of Australia,52
6920,9.716666666666667,60,583,Male,Inner Regional Australia,59
6921,6.0,80,360,Male,Inner Regional Australia,43
6922,16.916666666666668,80,1015,Female,Outer Regional Australia,50
6924,14.666666666666666,100,880,Male,Inner Regional Australia,58
6925,14.0,60,840,Male,Major Cities of Australia,61
6926,15.25,60,915,Female,Major Cities of Australia,59
6927,7.7,60,462,Female,Major Cities of Australia,47
6929,16.5,100,990,Male,Outer Regional Australia,68
6930,14.0,100,840,Male,Inner Regional Australia,72
6932,17.5,60,1050,Female,Outer Regional Australia,69
6933,12.416666666666666,100,745,Male,Outer Regional Australia,68
6935,10.75,100,645,Male,Very Remote Australia,67
6936,13.666666666666666,70,820,Male,Major Cities of Australia,73
6937,13.0,100,780,Female,Outer Regional Australia,67
6939,14.4,110,864,Male,Outer Regional Australia,60
6941,19.683333333333334,50,1181,Male,Major Cities of Australia,78
6942,22.0,50,1320,Female,Major Cities of Australia,26
6943,22.833333333333332,60,1370,Male,Major Cities of Australia,56
6946,1.6666666666666667,110,100,Male,Outer Regional Australia,67
6947,0.16666666666666666,50,10,Male,Major Cities of Australia,69
6948,17.766666666666666,110,1066,Male,Inner Regional Australia,82
6950,15.833333333333334,60,950,Female,Major Cities of Australia,83
6951,14.75,60,885,Female,Major Cities of Australia,63
6952,11.933333333333334,50,716,Female,Major Cities of Australia,62
6953,17.383333333333333,60,1043,Female,Major Cities of Australia,73
6954,0.3333333333333333,60,20,Male,Major Cities of Australia,28
6955,0.08333333333333333,100,5,Male,Major Cities of Australia,85
6956,1.7,60,102,Female,Inner Regional Australia,83
6957,3.0,60,180,Male,Major Cities of Australia,13
6958,0.9333333333333333,110,56,Male,Very Remote Australia,47
6961,1.25,60,75,Male,Major Cities of Australia,21
6962,0.9166666666666666,70,55,Male,Major Cities of Australia,25
6965,18.683333333333334,60,1121,Male,Inner Regional Australia,39
6966,18.416666666666668,110,1105,Female,Outer Regional Australia,26
6967,18.416666666666668,110,1105,Male,Outer Regional Australia,30
6969,21.666666666666668,60,1300,Male,Major Cities of Australia,31
6970,20.5,60,1230,Female,Major Cities of Australia,80
6972,20.133333333333333,100,1208,Male,Inner Regional Australia,48
6973,20.0,100,1200,Male,Outer Regional Australia,45
6974,21.5,100,1290,Female,Inner Regional Australia,57
6975,5.65,110,339,Female,Inner Regional Australia,44
6976,23.233333333333334,80,1394,Male,Outer Regional Australia,24
6978,2.1666666666666665,100,130,Female,Remote Australia,35
6980,23.25,80,1395,Male,Inner Regional Australia,26
6981,5.5,100,330,Female,Very Remote Australia,27
6982,5.666666666666667,90,340,Female,Major Cities of Australia,54
6983,20.25,70,1215,Male,Very Remote Australia,51
6985,4.5,110,270,Female,Major Cities of Australia,49
6986,0.08333333333333333,110,5,Male,Inner Regional Australia,45
6988,0.5,100,30,Male,Outer Regional Australia,54
6990,17.666666666666668,60,1060,Female,Major Cities of Australia,88
6991,7.0,110,420,Male,Very Remote Australia,24
6992,12.666666666666666,80,760,Male,Inner Regional Australia,18
6993,12.666666666666666,100,760,Male,Outer Regional Australia,18
6994,9.0,80,540,Male,Inner Regional Australia,22
6995,15.75,110,945,Male,Remote Australia,32
6996,15.75,110,945,Male,Remote Australia,32
6997,13.616666666666667,110,817,Female,Outer Regional Australia,36
6998,10.333333333333334,110,620,Male,Outer Regional Australia,35
6999,11.916666666666666,100,715,Male,Remote Australia,29
7000,12.783333333333333,80,767,Male,Major Cities of Australia,39
7001,12.083333333333334,100,725,Male,Inner Regional Australia,47
7003,16.333333333333332,100,980,Male,Inner Regional Australia,46
7004,10.0,50,600,Male,Major Cities of Australia,41
7005,16.75,100,1005,Male,Outer Regional Australia,52
7006,11.5,80,690,Male,Inner Regional Australia,50
7007,9.883333333333333,50,593,Male,Inner Regional Australia,59
7008,13.833333333333334,110,830,Male,Outer Regional Australia,53
7009,14.333333333333334,100,860,Male,Inner Regional Australia,63
7010,14.166666666666666,80,850,Female,Outer Regional Australia,46
7013,14.166666666666666,80,850,Male,Outer Regional Australia,67
7014,14.166666666666666,80,850,Female,Outer Regional Australia,72
7016,8.166666666666666,100,490,Male,Outer Regional Australia,31
7018,14.916666666666666,100,895,Male,Outer Regional Australia,79
7019,14.333333333333334,60,860,Female,Major Cities of Australia,82
7020,14.116666666666667,60,847,Male,Major Cities of Australia,82
7021,15.5,70,930,Male,Major Cities of Australia,84
7022,10.916666666666666,100,655,Male,Inner Regional Australia,80
7023,13.383333333333333,70,803,Female,Major Cities of Australia,91
7025,12.45,100,747,Female,Inner Regional Australia,92
7026,8.833333333333334,100,530,Male,Outer Regional Australia,77
7028,12.5,80,750,Male,Outer Regional Australia,17
7029,14.75,100,885,Female,Outer Regional Australia,24
7030,8.5,50,510,Male,Major Cities of Australia,25
7032,15.0,60,900,Female,Major Cities of Australia,35
7033,12.633333333333333,100,758,Female,Outer Regional Australia,26
7034,15.0,110,900,Female,Outer Regional Australia,36
7035,0.43333333333333335,70,26,Male,Outer Regional Australia,36
7036,23.75,50,1425,Male,Inner Regional Australia,51
7037,14.333333333333334,80,860,Male,Major Cities of Australia,32
