,HorarioH,Velocidade máxima,Horário,Gênero,Região,Idade
4240,1,110,101,Male,Inner Regional Australia,40
4241,2,50,163,Male,Major Cities of Australia,54
4242,1,80,60,Female,Major Cities of Australia,40
4243,6,50,400,Female,Outer Regional Australia,81
4244,7,60,420,Female,Major Cities of Australia,62
4245,17,50,1059,Male,Major Cities of Australia,80
4246,10,40,605,Female,Major Cities of Australia,81
4247,17,60,1037,Female,Major Cities of Australia,41
4248,13,40,790,Male,Major Cities of Australia,57
4249,4,100,255,Male,Inner Regional Australia,21
4250,21,60,1310,Male,Remote Australia,23
4251,18,80,1080,Male,Major Cities of Australia,24
4252,5,110,330,Male,Major Cities of Australia,46
4253,19,100,1140,Female,Inner Regional Australia,65
4254,19,100,1153,Female,Inner Regional Australia,70
4255,11,100,660,Male,Outer Regional Australia,66
4256,5,100,340,Male,Inner Regional Australia,22
4258,20,50,1255,Male,Major Cities of Australia,22
4260,22,80,1320,Male,Inner Regional Australia,36
4261,19,50,1150,Male,Major Cities of Australia,80
4262,22,90,1333,Male,Major Cities of Australia,35
4263,19,110,1170,Male,Very Remote Australia,29
4264,2,100,120,Female,Inner Regional Australia,38
4265,20,100,1225,Female,Outer Regional Australia,38
4266,5,50,345,Male,Outer Regional Australia,53
4267,19,110,1170,Female,Very Remote Australia,60
4268,18,100,1080,Male,Outer Regional Australia,55
4269,20,60,1220,Male,Inner Regional Australia,48
4270,18,100,1127,Male,Outer Regional Australia,40
4271,19,60,1159,Female,Major Cities of Australia,62
4274,20,50,1240,Male,Major Cities of Australia,17
4275,22,50,1327,Male,Major Cities of Australia,22
4276,5,110,330,Male,Inner Regional Australia,38
4277,20,60,1212,Male,Major Cities of Australia,28
4278,21,100,1275,Male,Inner Regional Australia,35
4279,0,60,25,Male,Major Cities of Australia,41
4280,14,100,867,Female,Outer Regional Australia,25
4282,14,80,885,Male,Major Cities of Australia,25
4283,11,100,665,Male,Remote Australia,18
4285,13,100,780,Male,Outer Regional Australia,23
4288,14,100,865,Male,Outer Regional Australia,34
4289,14,100,870,Male,Outer Regional Australia,26
4290,9,60,552,Female,Remote Australia,59
4291,9,90,567,Male,Inner Regional Australia,57
4293,17,70,1029,Male,Major Cities of Australia,50
4294,22,100,1365,Male,Outer Regional Australia,25
4295,14,60,885,Male,Inner Regional Australia,49
4296,11,110,687,Male,Outer Regional Australia,57
4297,16,100,1006,Male,Outer Regional Australia,59
4302,15,110,920,Male,Outer Regional Australia,86
4303,16,50,987,Male,Major Cities of Australia,94
4305,17,70,1045,Female,Major Cities of Australia,27
4306,16,100,978,Female,Inner Regional Australia,73
4307,10,70,615,Female,Major Cities of Australia,91
4308,16,50,975,Male,Major Cities of Australia,16
4309,11,100,710,Female,Outer Regional Australia,15
4310,10,100,615,Male,Inner Regional Australia,23
4311,17,100,1030,Female,Inner Regional Australia,19
4312,6,60,405,Male,Inner Regional Australia,21
4316,10,100,640,Female,Inner Regional Australia,21
4317,17,110,1020,Female,Inner Regional Australia,25
4318,7,100,475,Female,Inner Regional Australia,22
4319,2,80,150,Male,Major Cities of Australia,28
4320,15,110,930,Male,Very Remote Australia,37
4321,19,70,1174,Male,Major Cities of Australia,35
4322,20,50,1200,Male,Major Cities of Australia,33
4323,10,100,640,Female,Inner Regional Australia,28
4324,15,100,945,Male,Inner Regional Australia,59
4325,11,70,695,Male,Major Cities of Australia,43
4326,14,80,840,Male,Inner Regional Australia,51
4327,6,100,360,Male,Inner Regional Australia,46
4330,8,70,500,Female,Major Cities of Australia,56
4331,11,100,660,Male,Inner Regional Australia,55
4332,16,100,970,Male,Inner Regional Australia,46
4334,17,100,1050,Male,Outer Regional Australia,47
4335,17,110,1028,Female,Very Remote Australia,45
4336,17,100,1045,Male,Inner Regional Australia,48
4337,10,70,610,Male,Inner Regional Australia,55
4339,11,100,660,Male,Inner Regional Australia,48
4340,10,100,640,Male,Inner Regional Australia,50
4341,10,100,640,Female,Inner Regional Australia,60
4342,10,100,650,Male,Inner Regional Australia,52
4343,6,100,360,Male,Outer Regional Australia,44
4346,13,60,819,Male,Outer Regional Australia,65
4347,17,80,1060,Female,Major Cities of Australia,66
4348,12,100,735,Female,Outer Regional Australia,73
4349,12,100,739,Male,Inner Regional Australia,71
4350,17,50,1020,Male,Major Cities of Australia,72
4351,8,110,537,Female,Inner Regional Australia,72
4352,11,100,710,Male,Outer Regional Australia,24
4353,16,100,978,Male,Inner Regional Australia,78
4354,18,50,1100,Female,Inner Regional Australia,83
4357,21,60,1260,Male,Major Cities of Australia,41
4358,13,100,780,Male,Inner Regional Australia,58
4359,11,60,660,Female,Major Cities of Australia,77
4360,15,60,915,Male,Major Cities of Australia,85
4361,16,50,980,Male,Major Cities of Australia,93
4362,13,70,815,Male,Major Cities of Australia,77
4363,11,50,710,Female,Major Cities of Australia,93
4364,17,60,1075,Male,Very Remote Australia,29
4365,11,40,675,Female,Major Cities of Australia,44
4366,19,70,1174,Male,Major Cities of Australia,40
4367,19,70,1174,Female,Major Cities of Australia,50
4368,5,110,306,Male,Outer Regional Australia,67
4369,23,60,1380,Female,Major Cities of Australia,21
4371,20,50,1240,Male,Major Cities of Australia,19
4372,3,110,220,Male,Very Remote Australia,42
4373,21,60,1302,Male,Major Cities of Australia,45
4374,19,50,1190,Male,Outer Regional Australia,47
4375,22,60,1370,Male,Major Cities of Australia,43
4376,4,80,285,Male,Outer Regional Australia,63
4377,5,60,339,Male,Inner Regional Australia,54
4378,11,100,690,Male,Outer Regional Australia,78
4379,16,100,1004,Female,Outer Regional Australia,79
4380,12,110,745,Female,Outer Regional Australia,30
4381,7,50,466,Male,Inner Regional Australia,61
4382,11,100,660,Male,Inner Regional Australia,66
4383,10,100,640,Male,Inner Regional Australia,69
4384,15,100,925,Female,Major Cities of Australia,81
4385,2,100,120,Male,Outer Regional Australia,17
4386,2,100,120,Female,Outer Regional Australia,18
4388,1,110,97,Female,Remote Australia,25
4389,18,100,1120,Male,Outer Regional Australia,20
4390,2,80,135,Male,Inner Regional Australia,19
4391,5,80,331,Male,Major Cities of Australia,22
4392,5,110,355,Male,Outer Regional Australia,29
4393,23,80,1380,Male,Inner Regional Australia,30
4397,1,60,111,Male,Major Cities of Australia,49
4398,0,70,10,Male,Major Cities of Australia,42
4400,1,50,60,Male,Major Cities of Australia,18
4401,2,50,170,Male,Major Cities of Australia,18
4402,21,100,1297,Male,Inner Regional Australia,19
4403,18,60,1110,Male,Major Cities of Australia,24
4404,4,100,246,Male,Outer Regional Australia,35
4405,4,90,244,Male,Inner Regional Australia,34
4406,2,80,142,Male,Major Cities of Australia,38
4407,19,100,1179,Male,Inner Regional Australia,43
4408,18,100,1082,Male,Outer Regional Australia,43
4409,23,110,1400,Male,Inner Regional Australia,41
4410,20,50,1258,Male,Inner Regional Australia,41
4411,14,80,870,Female,Inner Regional Australia,79
4413,11,80,688,Male,Inner Regional Australia,24
4414,15,50,900,Male,Inner Regional Australia,21
4415,11,80,690,Male,Inner Regional Australia,28
4416,9,100,570,Female,Inner Regional Australia,31
4417,17,100,1075,Male,Outer Regional Australia,32
4418,8,80,499,Male,Outer Regional Australia,39
4419,16,100,990,Male,Very Remote Australia,33
4420,14,60,860,Male,Major Cities of Australia,36
4421,9,100,555,Male,Inner Regional Australia,60
4422,12,80,751,Male,Outer Regional Australia,56
4423,17,110,1070,Male,Outer Regional Australia,48
4424,17,110,1070,Male,Outer Regional Australia,45
4425,6,110,370,Male,Inner Regional Australia,43
4426,14,80,840,Male,Outer Regional Australia,59
4427,8,80,499,Female,Outer Regional Australia,44
4428,9,80,585,Male,Inner Regional Australia,64
4429,13,100,820,Female,Inner Regional Australia,70
4430,13,100,820,Male,Inner Regional Australia,72
4431,9,100,570,Male,Inner Regional Australia,67
4432,15,50,955,Female,Inner Regional Australia,85
4433,9,50,570,Male,Inner Regional Australia,84
4434,12,80,737,Male,Inner Regional Australia,75
4436,14,100,885,Male,Inner Regional Australia,89
4437,13,110,789,Male,Inner Regional Australia,75
4438,14,80,890,Male,Inner Regional Australia,82
4439,16,100,1000,Male,Outer Regional Australia,82
4440,13,80,817,Female,Major Cities of Australia,2
4441,6,100,393,Male,Inner Regional Australia,7
4442,7,110,450,Male,Very Remote Australia,22
4443,6,100,369,Male,Outer Regional Australia,22
4444,8,100,490,Male,Outer Regional Australia,20
4445,17,100,1067,Female,Remote Australia,34
4447,14,100,890,Female,Outer Regional Australia,35
4448,8,50,484,Male,Major Cities of Australia,35
4449,12,100,727,Male,Outer Regional Australia,37
4450,16,50,975,Male,Major Cities of Australia,33
4452,17,100,1067,Male,Remote Australia,44
4455,15,70,900,Male,Major Cities of Australia,50
4456,13,100,795,Female,Inner Regional Australia,64
4457,16,100,998,Male,Outer Regional Australia,60
4458,12,100,720,Male,Outer Regional Australia,60
4459,16,100,1005,Female,Outer Regional Australia,46
4460,15,100,950,Male,Inner Regional Australia,61
4461,16,100,1000,Male,Outer Regional Australia,59
4462,8,100,502,Male,Outer Regional Australia,63
4464,16,100,1000,Male,Outer Regional Australia,72
4465,13,80,817,Male,Major Cities of Australia,59
4466,7,80,430,Male,Major Cities of Australia,74
4467,23,50,1429,Male,Very Remote Australia,47
4469,1,80,60,Male,Outer Regional Australia,43
4470,18,30,1100,Male,Major Cities of Australia,80
4472,21,70,1260,Male,Major Cities of Australia,47
4473,22,60,1370,Male,Major Cities of Australia,60
4474,17,110,1054,Male,Major Cities of Australia,8
4475,17,110,1054,Female,Major Cities of Australia,27
4476,15,60,900,Male,Major Cities of Australia,68
4477,22,100,1340,Male,Inner Regional Australia,66
4478,17,40,1020,Male,Major Cities of Australia,82
4480,12,60,765,Male,Major Cities of Australia,91
4481,13,110,810,Male,Inner Regional Australia,54
4482,12,60,728,Male,Major Cities of Australia,69
4483,11,40,670,Female,Inner Regional Australia,62
4484,21,80,1275,Male,Inner Regional Australia,67
4485,22,100,1325,Male,Inner Regional Australia,24
4486,2,100,139,Male,Inner Regional Australia,35
4487,22,50,1334,Male,Major Cities of Australia,49
4490,1,110,60,Male,Very Remote Australia,55
4491,5,100,305,Male,Inner Regional Australia,71
4493,2,100,120,Male,Outer Regional Australia,36
4494,21,100,1290,Male,Inner Regional Australia,80
4495,22,80,1371,Male,Major Cities of Australia,27
4496,3,90,195,Male,Inner Regional Australia,47
4497,1,60,65,Male,Major Cities of Australia,23
4498,2,100,146,Male,Inner Regional Australia,17
4499,23,100,1395,Male,Outer Regional Australia,23
4500,3,110,239,Male,Inner Regional Australia,23
4501,4,80,270,Male,Inner Regional Australia,23
4502,22,70,1332,Male,Major Cities of Australia,38
4503,3,70,200,Male,Major Cities of Australia,26
4504,0,100,50,Male,Inner Regional Australia,46
4505,20,100,1220,Male,Outer Regional Australia,57
4508,19,50,1185,Male,Major Cities of Australia,16
4509,19,50,1185,Male,Major Cities of Australia,17
4512,4,60,291,Female,Major Cities of Australia,17
4513,2,80,130,Male,Major Cities of Australia,21
4514,18,100,1120,Male,Outer Regional Australia,25
4515,20,100,1230,Male,Inner Regional Australia,18
4516,3,80,219,Male,Inner Regional Australia,18
4517,23,110,1427,Male,Very Remote Australia,37
4518,21,40,1262,Male,Major Cities of Australia,32
4519,21,50,1260,Male,Outer Regional Australia,36
4521,19,90,1157,Male,Major Cities of Australia,24
4524,23,60,1380,Female,Major Cities of Australia,53
4526,4,110,255,Female,Outer Regional Australia,56
4527,12,100,735,Male,Outer Regional Australia,78
4528,15,100,909,Female,Inner Regional Australia,87
4529,6,100,370,Male,Inner Regional Australia,37
4530,7,50,460,Male,Major Cities of Australia,62
4532,13,110,794,Female,Inner Regional Australia,46
4533,2,60,136,Male,Major Cities of Australia,20
4535,17,80,1025,Female,Major Cities of Australia,62
4536,14,80,855,Male,Inner Regional Australia,48
4537,10,80,610,Male,Major Cities of Australia,69
4538,15,100,909,Female,Inner Regional Australia,71
4540,13,110,802,Male,Very Remote Australia,61
4541,8,50,528,Female,Major Cities of Australia,77
4542,12,50,772,Male,Inner Regional Australia,19
4543,22,60,1350,Male,Major Cities of Australia,37
4544,13,60,790,Male,Major Cities of Australia,18
4545,17,80,1053,Male,Outer Regional Australia,18
4546,11,110,660,Female,Very Remote Australia,34
4548,7,110,440,Male,Inner Regional Australia,34
4549,7,70,433,Female,Inner Regional Australia,33
4550,8,110,480,Male,Very Remote Australia,26
4552,15,100,910,Male,Inner Regional Australia,29
4553,12,100,730,Female,Outer Regional Australia,34
4554,16,100,985,Male,Inner Regional Australia,63
4556,17,80,1028,Female,Inner Regional Australia,49
4557,10,50,655,Male,Inner Regional Australia,59
4558,10,50,600,Male,Inner Regional Australia,53
4559,16,110,1002,Male,Inner Regional Australia,42
4560,8,60,505,Male,Major Cities of Australia,60
4561,0,50,35,Male,Remote Australia,46
4562,15,60,950,Male,Major Cities of Australia,44
4564,12,100,735,Male,Remote Australia,65
4565,14,80,880,Male,Inner Regional Australia,70
4566,11,50,696,Male,Outer Regional Australia,69
4568,11,110,715,Male,Outer Regional Australia,67
4569,14,100,885,Female,Outer Regional Australia,69
4570,12,110,724,Male,Inner Regional Australia,70
4571,17,100,1020,Male,Outer Regional Australia,72
4572,20,50,1206,Male,Remote Australia,39
4573,21,60,1280,Male,Major Cities of Australia,47
4574,8,60,536,Male,Major Cities of Australia,97
4576,5,110,330,Male,Major Cities of Australia,68
4577,10,50,610,Male,Outer Regional Australia,48
4579,16,40,1008,Male,Major Cities of Australia,76
4580,11,60,713,Male,Major Cities of Australia,93
4582,11,60,700,Female,Major Cities of Australia,83
4584,4,100,240,Male,Outer Regional Australia,73
4585,12,10,759,Female,Outer Regional Australia,59
4586,9,50,550,Male,Inner Regional Australia,65
4589,19,90,1157,Male,Major Cities of Australia,29
4591,16,100,985,Female,Inner Regional Australia,20
4593,1,60,85,Male,Inner Regional Australia,19
4594,2,50,160,Female,Major Cities of Australia,22
4596,1,70,88,Male,Major Cities of Australia,20
4597,1,70,88,Male,Major Cities of Australia,19
4598,4,50,270,Male,Major Cities of Australia,20
4599,20,70,1249,Male,Major Cities of Australia,18
4602,2,50,160,Male,Major Cities of Australia,31
4603,2,50,160,Male,Major Cities of Australia,39
4606,18,110,1100,Male,Outer Regional Australia,30
4607,19,100,1160,Male,Outer Regional Australia,46
4608,19,50,1182,Male,Major Cities of Australia,52
4609,23,40,1400,Male,Outer Regional Australia,21
4611,18,70,1097,Male,Major Cities of Australia,29
4612,20,100,1230,Male,Outer Regional Australia,38
4613,5,90,330,Male,Outer Regional Australia,51
4614,18,50,1080,Male,Inner Regional Australia,40
4615,5,110,303,Male,Inner Regional Australia,40
4616,16,80,1005,Female,Outer Regional Australia,18
4619,17,80,1050,Male,Major Cities of Australia,22
4621,16,80,1000,Male,Inner Regional Australia,32
4622,12,80,770,Male,Major Cities of Australia,32
4623,14,100,894,Male,Major Cities of Australia,34
4624,8,100,485,Female,Inner Regional Australia,61
4625,6,110,369,Male,Inner Regional Australia,53
4626,11,80,695,Male,Inner Regional Australia,42
4629,8,100,485,Male,Inner Regional Australia,69
4630,16,100,969,Female,Outer Regional Australia,67
4631,17,60,1072,Male,Outer Regional Australia,66
4632,13,60,810,Male,Major Cities of Australia,29
4633,17,60,1050,Male,Major Cities of Australia,83
4635,13,100,810,Male,Outer Regional Australia,87
4636,7,80,460,Female,Inner Regional Australia,77
4637,14,110,860,Female,Inner Regional Australia,16
4639,11,110,665,Female,Inner Regional Australia,16
4642,11,100,678,Female,Inner Regional Australia,18
4643,7,100,420,Male,Inner Regional Australia,21
4644,6,60,370,Male,Major Cities of Australia,19
4645,16,60,967,Male,Major Cities of Australia,22
4648,15,80,940,Male,Inner Regional Australia,43
4649,14,50,870,Female,Inner Regional Australia,44
4650,13,60,800,Male,Major Cities of Australia,46
4651,13,110,807,Male,Inner Regional Australia,58
4652,15,80,910,Male,Inner Regional Australia,64
4653,17,70,1035,Male,Major Cities of Australia,56
4654,16,100,1005,Female,Inner Regional Australia,40
4657,17,100,1070,Male,Inner Regional Australia,44
4659,7,100,460,Male,Inner Regional Australia,55
4662,8,100,530,Female,Inner Regional Australia,72
4663,10,100,640,Male,Inner Regional Australia,69
4665,15,110,929,Male,Inner Regional Australia,69
4666,15,80,949,Male,Major Cities of Australia,66
4667,12,80,750,Male,Major Cities of Australia,34
4668,13,110,820,Female,Inner Regional Australia,64
4670,19,60,1155,Male,Inner Regional Australia,81
4671,4,60,280,Female,Major Cities of Australia,19
4672,19,110,1170,Female,Very Remote Australia,39
4674,18,60,1137,Male,Major Cities of Australia,54
4675,20,80,1209,Male,Outer Regional Australia,41
4676,20,100,1250,Male,Inner Regional Australia,62
4678,9,40,594,Female,Major Cities of Australia,78
4679,0,110,25,Male,Inner Regional Australia,71
4680,16,60,1000,Male,Major Cities of Australia,67
4683,19,60,1190,Female,Major Cities of Australia,86
4685,18,50,1102,Male,Major Cities of Australia,69
4686,20,50,1200,Male,Major Cities of Australia,42
4687,14,100,848,Female,Inner Regional Australia,77
4688,16,80,1005,Female,Outer Regional Australia,15
4690,22,100,1365,Female,Outer Regional Australia,19
4691,0,100,28,Male,Outer Regional Australia,21
4692,0,100,28,Male,Outer Regional Australia,21
4693,0,100,28,Male,Outer Regional Australia,21
4695,5,100,312,Female,Outer Regional Australia,19
4696,3,80,180,Male,Inner Regional Australia,20
4698,20,100,1200,Male,Inner Regional Australia,27
4699,18,60,1110,Female,Major Cities of Australia,87
4700,19,50,1185,Male,Major Cities of Australia,34
4701,20,90,1240,Female,Very Remote Australia,38
4702,4,100,250,Male,Inner Regional Australia,26
4704,4,100,250,Female,Inner Regional Australia,21
4705,18,100,1095,Female,Outer Regional Australia,80
4706,19,60,1186,Female,Major Cities of Australia,85
4707,1,50,60,Male,Inner Regional Australia,21
4708,1,50,60,Male,Inner Regional Australia,21
4709,0,50,30,Male,Inner Regional Australia,24
4710,23,60,1434,Male,Major Cities of Australia,17
4712,4,100,285,Male,Outer Regional Australia,29
4713,5,60,310,Male,Major Cities of Australia,23
4714,5,60,330,Male,Major Cities of Australia,39
4715,1,60,60,Male,Major Cities of Australia,62
4716,12,50,720,Male,Inner Regional Australia,77
4717,9,60,585,Male,Major Cities of Australia,76
4720,11,90,661,Male,Major Cities of Australia,24
4721,14,100,867,Male,Inner Regional Australia,17
4722,10,80,650,Male,Outer Regional Australia,32
4723,13,80,810,Male,Outer Regional Australia,37
4724,13,80,785,Male,Inner Regional Australia,37
4725,15,60,940,Male,Inner Regional Australia,28
4726,15,50,930,Male,Major Cities of Australia,28
4727,7,100,476,Male,Outer Regional Australia,44
4728,6,80,390,Female,Major Cities of Australia,40
4730,13,100,800,Male,Inner Regional Australia,53
4731,16,110,995,Female,Inner Regional Australia,64
4732,16,110,995,Female,Inner Regional Australia,46
4733,15,100,950,Female,Remote Australia,46
4734,15,80,910,Male,Inner Regional Australia,72
4735,17,80,1060,Female,Major Cities of Australia,50
4736,11,50,710,Female,Inner Regional Australia,90
4737,15,110,917,Female,Outer Regional Australia,76
4738,13,60,810,Female,Inner Regional Australia,93
4739,10,110,620,Male,Inner Regional Australia,82
4741,8,100,535,Female,Outer Regional Australia,75
4742,11,100,694,Male,Major Cities of Australia,79
4746,8,100,480,Male,Outer Regional Australia,29
4747,7,110,435,Male,Outer Regional Australia,6
4748,14,60,890,Male,Major Cities of Australia,25
4749,16,60,990,Male,Major Cities of Australia,24
4750,15,100,920,Male,Major Cities of Australia,22
4751,17,80,1020,Male,Major Cities of Australia,18
4752,11,110,660,Male,Inner Regional Australia,19
4754,15,100,905,Male,Inner Regional Australia,35
4755,14,60,890,Male,Major Cities of Australia,29
4756,7,110,435,Female,Outer Regional Australia,38
4757,8,70,530,Female,Major Cities of Australia,43
4758,13,100,830,Male,Outer Regional Australia,48
4759,7,70,430,Male,Major Cities of Australia,54
4760,6,100,385,Male,Outer Regional Australia,52
4761,9,100,555,Male,Inner Regional Australia,60
4762,14,100,883,Male,Outer Regional Australia,47
4763,14,100,883,Female,Outer Regional Australia,60
4764,17,80,1065,Female,Major Cities of Australia,40
4765,16,110,968,Male,Outer Regional Australia,43
4766,16,60,1000,Male,Major Cities of Australia,57
4767,15,60,950,Male,Major Cities of Australia,43
4769,15,60,930,Male,Major Cities of Australia,51
4770,13,110,805,Male,Remote Australia,49
4771,11,60,690,Male,Major Cities of Australia,45
4772,10,110,650,Male,Outer Regional Australia,59
4773,10,110,625,Male,Outer Regional Australia,41
4774,6,60,361,Male,Major Cities of Australia,49
4775,9,100,540,Female,Inner Regional Australia,49
4776,9,100,570,Female,Very Remote Australia,55
4777,13,60,800,Male,Major Cities of Australia,72
4778,16,100,975,Male,Outer Regional Australia,66
4779,16,110,960,Male,Inner Regional Australia,69
4780,12,100,735,Male,Inner Regional Australia,71
4782,11,100,680,Male,Inner Regional Australia,65
4783,13,110,815,Female,Remote Australia,65
4784,7,110,435,Male,Outer Regional Australia,83
4785,22,70,1320,Male,Major Cities of Australia,20
4787,10,60,600,Male,Major Cities of Australia,83
4788,7,50,450,Male,Major Cities of Australia,84
4790,12,70,775,Female,Major Cities of Australia,95
4791,0,60,25,Male,Major Cities of Australia,34
4792,21,100,1289,Female,Outer Regional Australia,26
4793,7,60,455,Female,Major Cities of Australia,75
4795,18,40,1135,Female,Major Cities of Australia,81
4796,19,100,1158,Female,Major Cities of Australia,14
4797,18,60,1105,Male,Major Cities of Australia,18
4798,18,100,1125,Male,Inner Regional Australia,29
4799,21,100,1300,Male,Inner Regional Australia,56
4800,19,100,1158,Female,Major Cities of Australia,44
4801,19,90,1150,Female,Major Cities of Australia,77
4803,20,80,1205,Male,Major Cities of Australia,21
4804,23,50,1400,Male,Inner Regional Australia,18
4805,5,110,330,Male,Outer Regional Australia,17
4806,1,100,105,Male,Inner Regional Australia,21
4808,21,110,1305,Male,Major Cities of Australia,35
4809,23,110,1380,Male,Outer Regional Australia,32
4812,19,110,1165,Female,Inner Regional Australia,28
4813,23,100,1414,Male,Outer Regional Australia,59
4814,19,100,1170,Male,Outer Regional Australia,55
4816,20,80,1250,Male,Inner Regional Australia,50
4817,1,100,80,Male,Inner Regional Australia,25
4818,4,80,240,Male,Outer Regional Australia,20
4819,3,50,225,Male,Inner Regional Australia,22
4820,23,110,1395,Male,Remote Australia,24
4823,19,100,1165,Male,Inner Regional Australia,47
4826,7,110,440,Male,Inner Regional Australia,79
4827,6,70,373,Female,Inner Regional Australia,16
4828,6,100,390,Female,Inner Regional Australia,19
4831,16,110,995,Male,Major Cities of Australia,17
4832,13,70,785,Female,Major Cities of Australia,33
4834,7,60,438,Male,Major Cities of Australia,29
4835,7,110,455,Female,Outer Regional Australia,39
4836,12,80,750,Male,Inner Regional Australia,31
4837,15,100,900,Male,Outer Regional Australia,31
4840,7,110,455,Male,Outer Regional Australia,41
4841,9,110,547,Male,Remote Australia,51
4842,6,110,390,Female,Remote Australia,67
4843,13,100,828,Male,Inner Regional Australia,67
4844,6,110,390,Male,Remote Australia,18
4845,8,60,535,Female,Major Cities of Australia,85
4847,6,50,382,Female,Major Cities of Australia,34
4848,8,50,491,Female,Outer Regional Australia,82
4849,10,60,655,Male,Major Cities of Australia,87
4851,10,40,600,Male,Major Cities of Australia,83
4852,17,60,1070,Male,Major Cities of Australia,84
4853,15,100,935,Female,Inner Regional Australia,84
4854,13,40,785,Female,Outer Regional Australia,80
4855,13,40,785,Male,Outer Regional Australia,96
4856,12,110,728,Male,Inner Regional Australia,82
4857,17,100,1060,Female,Inner Regional Australia,83
4860,14,100,885,Male,Major Cities of Australia,25
4861,13,60,790,Male,Major Cities of Australia,21
4862,7,100,446,Female,Inner Regional Australia,25
4863,13,80,825,Male,Inner Regional Australia,21
4864,17,100,1030,Male,Inner Regional Australia,27
4866,2,100,135,Male,Inner Regional Australia,52
4867,7,100,440,Male,Inner Regional Australia,34
4868,8,110,500,Male,Inner Regional Australia,31
4869,15,110,950,Female,Inner Regional Australia,28
4870,16,80,980,Male,Major Cities of Australia,33
4871,13,110,795,Female,Inner Regional Australia,64
4872,6,60,405,Male,Major Cities of Australia,45
4873,14,80,872,Male,Inner Regional Australia,61
4874,17,80,1030,Male,Outer Regional Australia,55
4875,12,50,765,Male,Major Cities of Australia,58
4877,17,70,1030,Male,Major Cities of Australia,40
4879,9,50,595,Female,Major Cities of Australia,42
4880,15,50,950,Male,Major Cities of Australia,49
4881,9,50,540,Male,Outer Regional Australia,65
4882,11,80,680,Female,Major Cities of Australia,65
4883,12,80,750,Male,Inner Regional Australia,70
4885,3,110,180,Male,Very Remote Australia,54
4886,19,70,1150,Female,Major Cities of Australia,68
4887,20,60,1253,Male,Major Cities of Australia,55
4888,22,60,1364,Male,Major Cities of Australia,58
4889,4,100,255,Male,Inner Regional Australia,43
4890,4,50,240,Male,Major Cities of Australia,65
4891,14,50,895,Female,Major Cities of Australia,78
4892,11,50,680,Female,Major Cities of Australia,83
4893,6,50,400,Female,Major Cities of Australia,79
4894,19,60,1150,Female,Major Cities of Australia,69
4895,9,40,580,Female,Major Cities of Australia,74
4896,14,60,870,Male,Major Cities of Australia,67
4897,17,60,1059,Female,Major Cities of Australia,66
4898,8,60,520,Male,Major Cities of Australia,71
4899,7,50,470,Male,Major Cities of Australia,72
4900,13,50,824,Male,Major Cities of Australia,82
4902,15,50,950,Male,Major Cities of Australia,3
4903,18,110,1115,Female,Inner Regional Australia,77
4904,19,50,1150,Male,Major Cities of Australia,94
4905,21,60,1302,Female,Major Cities of Australia,16
4906,21,110,1274,Male,Outer Regional Australia,22
4907,18,110,1115,Female,Inner Regional Australia,71
4908,1,80,69,Female,Major Cities of Australia,27
4909,4,80,240,Male,Outer Regional Australia,32
4910,22,100,1350,Male,Outer Regional Australia,23
4911,17,60,1035,Male,Major Cities of Australia,91
4912,16,100,985,Female,Inner Regional Australia,75
4913,23,50,1420,Male,Major Cities of Australia,22
4914,20,100,1250,Male,Outer Regional Australia,23
4915,2,110,145,Male,Outer Regional Australia,22
4916,2,50,120,Male,Major Cities of Australia,18
4917,2,50,120,Male,Major Cities of Australia,25
4918,19,50,1150,Male,Inner Regional Australia,17
4920,0,100,10,Male,Inner Regional Australia,36
4922,23,60,1383,Male,Major Cities of Australia,30
4924,3,40,191,Male,Major Cities of Australia,30
4927,18,100,1100,Female,Outer Regional Australia,47
4928,0,110,40,Female,Outer Regional Australia,18
4929,23,80,1395,Male,Outer Regional Australia,24
4930,0,110,40,Male,Outer Regional Australia,26
4931,1,60,95,Male,Major Cities of Australia,36
4932,21,50,1260,Female,Inner Regional Australia,42
4934,16,80,966,Female,Remote Australia,25
4935,16,80,966,Male,Remote Australia,21
4936,8,80,488,Male,Major Cities of Australia,21
4937,15,60,902,Female,Major Cities of Australia,34
4940,11,80,660,Male,Major Cities of Australia,62
4941,16,100,990,Male,Inner Regional Australia,50
4942,12,60,775,Male,Major Cities of Australia,48
4943,15,70,930,Male,Outer Regional Australia,45
4944,8,110,487,Male,Inner Regional Australia,55
4946,15,100,918,Male,Outer Regional Australia,74
4947,14,80,865,Male,Outer Regional Australia,6
4949,10,100,600,Male,Outer Regional Australia,63
4950,10,100,630,Male,Inner Regional Australia,80
4951,12,100,720,Male,Inner Regional Australia,80
4952,15,100,935,Female,Inner Regional Australia,95
4953,15,100,935,Female,Inner Regional Australia,91
4954,15,100,935,Female,Inner Regional Australia,80
4955,14,110,855,Female,Inner Regional Australia,83
4956,8,100,520,Female,Inner Regional Australia,93
4957,16,100,970,Male,Inner Regional Australia,84
4959,17,100,1030,Female,Inner Regional Australia,19
4960,10,80,600,Male,Major Cities of Australia,34
4961,6,60,415,Male,Major Cities of Australia,35
4962,13,60,817,Male,Major Cities of Australia,30
4963,12,100,747,Male,Outer Regional Australia,26
4964,15,110,910,Male,Inner Regional Australia,36
4967,15,80,945,Male,Inner Regional Australia,34
