,HorarioH,VelocidadeMaxima,Horário,Gênero,Região,Idade,Ano,Mes,TipoBatida
3974,20,70,1236,Male,Major Cities of Australia,20,2018,3,2
3975,22,100,1320,Male,Outer Regional Australia,22,2018,3,1
3976,3,100,210,Male,Inner Regional Australia,19,2018,3,1
3977,23,60,1380,Female,Inner Regional Australia,17,2018,3,1
3978,1,80,60,Male,Inner Regional Australia,30,2018,3,1
3979,18,80,1123,Male,Inner Regional Australia,33,2018,3,1
3980,23,60,1410,Female,Inner Regional Australia,28,2018,3,1
3981,23,80,1410,Male,Major Cities of Australia,37,2018,3,1
3982,12,110,760,Female,Remote Australia,21,2018,3,1
3983,10,100,600,Male,Outer Regional Australia,34,2018,3,2
3984,12,80,765,Male,Outer Regional Australia,35,2018,3,1
3985,12,110,760,Male,Remote Australia,28,2018,3,1
3986,12,110,760,Female,Remote Australia,28,2018,3,1
3987,10,100,600,Male,Inner Regional Australia,64,2018,3,2
3988,10,110,655,Male,Outer Regional Australia,60,2018,3,2
3989,19,60,1164,Male,Major Cities of Australia,17,2018,3,2
3990,17,60,1020,Female,Major Cities of Australia,56,2018,3,2
3991,11,60,660,Male,Inner Regional Australia,73,2018,3,2
3992,16,100,980,Female,Outer Regional Australia,34,2018,3,1
3993,7,100,477,Male,Outer Regional Australia,21,2018,3,2
3994,14,90,840,Male,Outer Regional Australia,48,2018,3,2
3995,14,100,890,Male,Inner Regional Australia,56,2018,3,2
3996,15,80,913,Female,Inner Regional Australia,84,2018,3,2
3997,11,110,673,Male,Inner Regional Australia,78,2018,3,1
3998,16,100,960,Female,Very Remote Australia,81,2018,3,2
3999,10,90,600,Male,Major Cities of Australia,81,2018,3,2
4000,9,100,560,Male,Outer Regional Australia,80,2018,3,2
4001,11,80,660,Female,Major Cities of Australia,77,2018,3,2
4002,17,60,1060,Male,Outer Regional Australia,14,2018,3,2
4003,15,80,900,Male,Major Cities of Australia,24,2018,3,2
4004,7,60,450,Female,Major Cities of Australia,19,2018,3,2
4005,16,80,965,Female,Inner Regional Australia,17,2018,3,2
4006,6,100,410,Male,Outer Regional Australia,20,2018,3,1
4007,15,40,905,Male,Outer Regional Australia,25,2018,3,1
4008,11,100,660,Male,Outer Regional Australia,39,2018,3,1
4009,7,50,438,Male,Major Cities of Australia,29,2018,3,2
4010,14,110,869,Male,Major Cities of Australia,32,2018,3,2
4011,6,100,360,Male,Very Remote Australia,27,2018,3,1
4012,6,100,405,Male,Inner Regional Australia,26,2018,3,2
4013,11,50,665,Male,Major Cities of Australia,31,2018,3,2
4014,11,100,675,Male,Inner Regional Australia,42,2018,3,1
4015,11,80,660,Male,Major Cities of Australia,62,2018,3,2
4017,6,110,360,Male,Inner Regional Australia,42,2018,3,2
4018,16,100,1010,Male,Inner Regional Australia,54,2018,3,2
4019,15,80,900,Female,Major Cities of Australia,43,2018,3,2
4020,12,90,720,Female,Inner Regional Australia,55,2018,3,2
4021,15,110,940,Male,Outer Regional Australia,56,2018,3,2
4022,15,110,940,Female,Outer Regional Australia,56,2018,3,2
4023,13,80,785,Male,Outer Regional Australia,41,2018,3,1
4024,15,60,900,Female,Outer Regional Australia,56,2018,3,2
4025,17,80,1065,Female,Outer Regional Australia,53,2018,3,2
4026,17,80,1065,Female,Outer Regional Australia,40,2018,3,2
4027,12,110,765,Male,Outer Regional Australia,60,2018,3,1
4028,16,110,1010,Male,Inner Regional Australia,46,2018,3,2
4029,13,100,785,Male,Outer Regional Australia,60,2018,3,1
4030,8,50,500,Male,Outer Regional Australia,44,2018,3,1
4031,8,100,480,Female,Outer Regional Australia,63,2018,3,2
4032,8,100,480,Male,Outer Regional Australia,63,2018,3,2
4033,7,100,420,Male,Remote Australia,43,2018,3,1
4034,15,60,914,Male,Major Cities of Australia,74,2018,3,2
4035,16,100,975,Female,Inner Regional Australia,69,2018,3,2
4036,16,110,960,Male,Very Remote Australia,66,2018,3,1
4037,15,70,934,Male,Major Cities of Australia,71,2018,3,2
4038,10,60,630,Male,Major Cities of Australia,69,2018,3,2
4039,13,50,823,Male,Major Cities of Australia,30,2018,3,2
4040,19,70,1190,Female,Outer Regional Australia,27,2018,3,1
4041,2,40,150,Male,Major Cities of Australia,62,2018,3,1
4042,20,50,1234,Male,Major Cities of Australia,66,2018,3,1
4043,23,100,1395,Female,Remote Australia,29,2018,3,1
4044,19,100,1170,Female,Outer Regional Australia,39,2018,3,1
4045,1,100,75,Male,Inner Regional Australia,66,2018,3,1
4046,17,50,1045,Female,Major Cities of Australia,62,2018,3,1
4047,10,70,620,Male,Major Cities of Australia,86,2018,3,1
4048,11,60,670,Female,Major Cities of Australia,86,2018,3,1
4049,14,60,840,Male,Major Cities of Australia,81,2018,3,1
4050,6,60,383,Female,Major Cities of Australia,3,2018,3,1
4051,16,50,990,Male,Major Cities of Australia,9,2018,3,1
4052,8,50,480,Male,Major Cities of Australia,55,2018,3,1
4053,21,70,1260,Male,Major Cities of Australia,72,2018,3,2
4054,9,40,565,Female,Major Cities of Australia,96,2018,3,1
4055,12,60,722,Male,Major Cities of Australia,93,2018,3,1
4056,19,90,1143,Male,Outer Regional Australia,16,2018,3,2
4057,18,100,1085,Female,Outer Regional Australia,68,2018,3,1
4058,2,50,170,Male,Inner Regional Australia,35,2018,3,1
4059,22,80,1335,Female,Inner Regional Australia,40,2018,3,1
4060,3,100,180,Male,Remote Australia,49,2018,3,1
4061,18,60,1123,Male,Major Cities of Australia,63,2018,3,2
4062,15,80,920,Male,Inner Regional Australia,17,2018,3,1
4063,11,110,695,Female,Outer Regional Australia,67,2018,3,2
4064,11,60,660,Female,Major Cities of Australia,89,2018,3,2
4065,17,50,1050,Male,Major Cities of Australia,19,2018,3,2
4066,16,60,980,Male,Inner Regional Australia,28,2018,3,2
4067,8,100,480,Male,Very Remote Australia,56,2018,3,2
4068,2,50,150,Male,Outer Regional Australia,24,2018,2,1
4069,23,100,1425,Male,Inner Regional Australia,25,2018,2,2
4070,4,100,260,Male,Outer Regional Australia,19,2018,2,1
4071,23,80,1434,Male,Major Cities of Australia,30,2018,2,2
4072,1,110,110,Male,Outer Regional Australia,27,2018,2,2
4073,20,50,1228,Male,Inner Regional Australia,36,2018,2,2
4074,23,80,1434,Male,Major Cities of Australia,46,2018,2,2
4075,19,70,1180,Male,Major Cities of Australia,40,2018,2,1
4076,18,100,1120,Female,Inner Regional Australia,64,2018,2,2
4077,21,50,1288,Male,Major Cities of Australia,42,2018,2,1
4078,18,60,1080,Male,Major Cities of Australia,21,2018,2,2
4079,20,50,1200,Male,Major Cities of Australia,22,2018,2,1
4080,0,100,1,Male,Inner Regional Australia,18,2018,2,1
4081,2,100,120,Male,Outer Regional Australia,35,2018,2,1
4082,5,80,315,Female,Inner Regional Australia,32,2018,2,2
4083,3,100,230,Female,Inner Regional Australia,36,2018,2,2
4084,0,110,20,Male,Outer Regional Australia,27,2018,2,1
4085,18,80,1107,Male,Inner Regional Australia,32,2018,2,1
4086,3,110,220,Male,Inner Regional Australia,57,2018,2,1
4088,10,110,637,Female,Outer Regional Australia,78,2018,2,1
4089,13,60,830,Male,Major Cities of Australia,22,2018,2,2
4090,7,100,462,Male,Major Cities of Australia,17,2018,2,2
4091,7,80,420,Female,Very Remote Australia,37,2018,2,1
4092,12,50,770,Male,Inner Regional Australia,30,2018,2,2
4093,15,50,920,Male,Outer Regional Australia,34,2018,2,1
4094,7,100,462,Female,Major Cities of Australia,29,2018,2,2
4095,14,80,885,Male,Inner Regional Australia,54,2018,2,2
4096,16,100,980,Male,Inner Regional Australia,54,2018,2,2
4097,10,50,600,Male,Inner Regional Australia,48,2018,2,2
4098,13,100,800,Male,Inner Regional Australia,63,2018,2,1
4099,12,100,720,Male,Inner Regional Australia,44,2018,2,2
4100,16,100,1003,Male,Outer Regional Australia,46,2018,2,2
4101,14,70,840,Male,Major Cities of Australia,70,2018,2,2
4102,7,80,420,Male,Very Remote Australia,45,2018,2,1
4103,9,40,565,Male,Inner Regional Australia,92,2018,2,1
4104,12,50,750,Female,Inner Regional Australia,83,2018,2,2
4105,9,60,540,Male,Major Cities of Australia,83,2018,2,2
4106,17,80,1074,Male,Major Cities of Australia,16,2018,2,1
4107,8,100,515,Female,Inner Regional Australia,15,2018,2,1
4108,8,110,510,Male,Very Remote Australia,1,2018,2,1
4109,1,100,60,Male,Outer Regional Australia,34,2018,2,1
4110,17,80,1020,Male,Very Remote Australia,17,2018,2,1
4111,6,70,406,Male,Major Cities of Australia,22,2018,2,1
4112,6,80,360,Male,Major Cities of Australia,28,2018,2,2
4113,12,100,750,Female,Outer Regional Australia,26,2018,2,1
4114,17,110,1050,Male,Very Remote Australia,29,2018,2,1
4115,11,80,667,Female,Major Cities of Australia,27,2018,2,2
4116,17,60,1020,Male,Major Cities of Australia,38,2018,2,2
4117,16,70,990,Male,Inner Regional Australia,26,2018,2,1
4118,7,80,436,Male,Outer Regional Australia,49,2018,2,2
4119,15,80,900,Male,Inner Regional Australia,58,2018,2,2
4120,14,60,840,Male,Major Cities of Australia,54,2018,2,2
4121,15,80,925,Male,Outer Regional Australia,52,2018,2,1
4122,13,80,780,Male,Major Cities of Australia,46,2018,2,1
4124,11,70,680,Male,Major Cities of Australia,60,2018,2,2
4125,11,70,680,Female,Major Cities of Australia,57,2018,2,2
4126,12,60,720,Male,Outer Regional Australia,54,2018,2,2
4127,13,60,780,Male,Major Cities of Australia,62,2018,2,2
4128,14,100,885,Male,Outer Regional Australia,68,2018,2,1
4129,11,70,680,Male,Major Cities of Australia,73,2018,2,2
4130,18,50,1110,Male,Major Cities of Australia,10,2018,2,1
4131,3,60,180,Male,Outer Regional Australia,32,2018,2,1
4132,3,70,215,Male,Major Cities of Australia,32,2018,2,1
4133,19,50,1195,Male,Major Cities of Australia,18,2018,2,1
4134,20,60,1200,Female,Outer Regional Australia,46,2018,2,1
4135,20,70,1220,Female,Outer Regional Australia,42,2018,2,1
4136,16,50,970,Female,Outer Regional Australia,62,2018,2,1
4137,15,60,915,Male,Major Cities of Australia,83,2018,2,1
4138,12,50,740,Male,Major Cities of Australia,85,2018,2,1
4139,11,80,715,Male,Outer Regional Australia,22,2018,2,1
4140,7,50,445,Female,Inner Regional Australia,17,2018,2,1
4141,11,50,700,Female,Major Cities of Australia,58,2018,2,1
4142,16,40,960,Female,Major Cities of Australia,69,2018,2,1
4143,15,80,900,Male,Major Cities of Australia,74,2018,2,1
4144,21,60,1315,Male,Major Cities of Australia,25,2018,2,2
4145,11,110,660,Male,Major Cities of Australia,25,2018,2,2
4146,21,60,1265,Male,Inner Regional Australia,37,2018,2,2
4147,9,60,540,Male,Major Cities of Australia,58,2018,2,2
4148,21,60,1275,Female,Major Cities of Australia,80,2018,2,2
4149,18,70,1095,Male,Major Cities of Australia,57,2018,2,1
4150,5,80,350,Male,Inner Regional Australia,65,2018,2,2
4151,5,80,315,Male,Inner Regional Australia,52,2018,2,2
4152,0,110,25,Male,Outer Regional Australia,55,2018,2,1
4153,15,110,937,Female,Outer Regional Australia,17,2018,2,1
4155,19,100,1195,Male,Inner Regional Australia,23,2018,1,2
4156,19,60,1179,Male,Outer Regional Australia,22,2018,1,1
4157,22,110,1321,Male,Very Remote Australia,28,2018,1,1
4158,21,100,1272,Male,Major Cities of Australia,78,2018,1,1
4160,22,110,1325,Male,Inner Regional Australia,49,2018,1,2
4161,20,100,1200,Male,Outer Regional Australia,41,2018,1,1
4162,21,100,1260,Male,Outer Regional Australia,59,2018,1,1
4163,20,100,1258,Female,Inner Regional Australia,44,2018,1,1
4164,18,80,1100,Female,Major Cities of Australia,21,2018,1,1
4165,3,100,195,Male,Outer Regional Australia,23,2018,1,1
4166,19,90,1160,Female,Inner Regional Australia,19,2018,1,2
4167,19,50,1141,Male,Major Cities of Australia,36,2018,1,2
4168,5,50,330,Male,Major Cities of Australia,39,2018,1,1
4169,22,100,1350,Female,Inner Regional Australia,39,2018,1,2
4170,19,100,1140,Female,Inner Regional Australia,58,2018,1,2
4171,7,100,420,Male,Inner Regional Australia,76,2018,1,2
4172,6,100,397,Female,Outer Regional Australia,24,2018,1,1
4173,11,80,708,Male,Inner Regional Australia,18,2018,1,1
4174,11,50,700,Male,Major Cities of Australia,31,2018,1,2
4175,14,100,855,Male,Outer Regional Australia,39,2018,1,1
4176,6,110,360,Male,Very Remote Australia,39,2018,1,2
4177,6,80,384,Male,Major Cities of Australia,27,2018,1,2
4178,9,60,570,Male,Outer Regional Australia,55,2018,1,1
4179,10,100,614,Male,Inner Regional Australia,60,2018,1,1
4180,15,60,945,Male,Inner Regional Australia,57,2018,1,1
4181,16,110,1000,Male,Inner Regional Australia,48,2018,1,1
4182,8,100,510,Female,Outer Regional Australia,63,2018,1,1
4183,0,60,10,Female,Major Cities of Australia,17,2018,1,2
4184,13,60,837,Female,Inner Regional Australia,73,2018,1,1
4185,14,70,855,Male,Major Cities of Australia,80,2018,1,2
4186,10,100,628,Female,Outer Regional Australia,81,2018,1,1
4187,12,60,720,Female,Inner Regional Australia,78,2018,1,2
4188,16,60,976,Male,Major Cities of Australia,86,2018,1,2
4189,16,80,975,Female,Inner Regional Australia,85,2018,1,1
4190,12,110,765,Male,Inner Regional Australia,50,2018,1,2
4191,16,100,960,Male,Outer Regional Australia,7,2018,1,2
4192,6,50,360,Female,Major Cities of Australia,21,2018,1,1
4193,7,100,420,Female,Inner Regional Australia,25,2018,1,2
4194,10,100,635,Male,Inner Regional Australia,18,2018,1,2
4195,12,110,750,Male,Outer Regional Australia,21,2018,1,2
4196,12,110,750,Female,Outer Regional Australia,19,2018,1,2
4197,6,110,386,Female,Inner Regional Australia,20,2018,1,1
4198,6,110,386,Male,Inner Regional Australia,24,2018,1,1
4199,17,70,1020,Male,Major Cities of Australia,20,2018,1,1
4200,17,50,1060,Male,Major Cities of Australia,19,2018,1,1
4201,14,80,840,Male,Inner Regional Australia,21,2018,1,2
4202,15,80,945,Female,Inner Regional Australia,36,2018,1,2
4203,3,90,230,Male,Inner Regional Australia,38,2018,1,2
4204,9,60,595,Male,Inner Regional Australia,27,2018,1,1
4205,7,60,466,Male,Inner Regional Australia,30,2018,1,2
4206,16,100,960,Male,Outer Regional Australia,27,2018,1,2
4207,14,100,896,Male,Outer Regional Australia,62,2018,1,2
4208,13,100,821,Male,Major Cities of Australia,56,2018,1,2
4209,14,100,877,Male,Inner Regional Australia,62,2018,1,2
4210,14,100,852,Male,Inner Regional Australia,62,2018,1,2
4211,15,100,900,Female,Inner Regional Australia,59,2018,1,2
4212,21,100,1310,Female,Remote Australia,51,2018,1,2
4213,16,80,965,Male,Outer Regional Australia,64,2018,1,2
4214,15,100,900,Male,Outer Regional Australia,57,2018,1,2
4215,15,50,900,Male,Major Cities of Australia,45,2018,1,1
4216,11,100,660,Male,Outer Regional Australia,49,2018,1,1
4217,14,100,855,Male,Outer Regional Australia,48,2018,1,2
4218,14,100,855,Male,Outer Regional Australia,50,2018,1,2
4219,6,100,360,Male,Outer Regional Australia,61,2018,1,1
4220,12,110,734,Female,Outer Regional Australia,41,2018,1,2
4221,12,110,734,Female,Outer Regional Australia,49,2018,1,2
4222,17,100,1020,Male,Outer Regional Australia,47,2018,1,1
4223,14,60,840,Male,Inner Regional Australia,64,2018,1,1
4224,10,80,600,Female,Major Cities of Australia,71,2018,1,2
4225,17,100,1050,Male,Outer Regional Australia,74,2018,1,1
4226,9,60,585,Female,Major Cities of Australia,66,2018,1,1
4227,15,100,925,Male,Inner Regional Australia,66,2018,1,1
4228,12,80,743,Male,Major Cities of Australia,69,2018,1,2
4229,14,80,880,Female,Major Cities of Australia,39,2018,1,2
4230,12,110,734,Male,Outer Regional Australia,72,2018,1,2
4231,8,100,525,Male,Outer Regional Australia,75,2018,1,1
4232,6,70,385,Male,Inner Regional Australia,27,2018,1,2
4233,23,50,1410,Male,Major Cities of Australia,23,2018,1,1
4234,22,60,1360,Female,Remote Australia,18,2018,1,1
4235,5,60,345,Male,Major Cities of Australia,58,2018,1,1
4236,20,60,1254,Male,Major Cities of Australia,58,2018,1,1
4237,20,60,1245,Male,Major Cities of Australia,79,2018,1,1
4238,21,50,1287,Male,Major Cities of Australia,43,2018,1,1
4239,5,100,350,Female,Inner Regional Australia,58,2018,1,1
4240,1,110,101,Male,Inner Regional Australia,40,2018,1,1
4241,2,50,163,Male,Major Cities of Australia,54,2018,1,1
4242,1,80,60,Female,Major Cities of Australia,40,2018,1,1
4243,6,50,400,Female,Outer Regional Australia,81,2018,1,1
4244,7,60,420,Female,Major Cities of Australia,62,2018,1,1
4245,17,50,1059,Male,Major Cities of Australia,80,2018,1,1
4246,10,40,605,Female,Major Cities of Australia,81,2018,1,1
4247,17,60,1037,Female,Major Cities of Australia,41,2018,1,1
4248,13,40,790,Male,Major Cities of Australia,57,2018,1,1
4249,4,100,255,Male,Inner Regional Australia,21,2018,1,2
4250,21,60,1310,Male,Remote Australia,23,2018,1,2
4251,18,80,1080,Male,Major Cities of Australia,24,2018,1,1
4252,5,110,330,Male,Major Cities of Australia,46,2018,1,1
4253,19,100,1140,Female,Inner Regional Australia,65,2018,1,2
4254,19,100,1153,Female,Inner Regional Australia,70,2018,1,2
4255,11,100,660,Male,Outer Regional Australia,66,2018,1,1
4256,5,100,340,Male,Inner Regional Australia,22,2017,12,1
4258,20,50,1255,Male,Major Cities of Australia,22,2017,12,2
4260,22,80,1320,Male,Inner Regional Australia,36,2017,12,1
4261,19,50,1150,Male,Major Cities of Australia,80,2017,12,1
4262,22,90,1333,Male,Major Cities of Australia,35,2017,12,2
4263,19,110,1170,Male,Very Remote Australia,29,2017,12,1
4264,2,100,120,Female,Inner Regional Australia,38,2017,12,2
4265,20,100,1225,Female,Outer Regional Australia,38,2017,12,1
4266,5,50,345,Male,Outer Regional Australia,53,2017,12,1
4267,19,110,1170,Female,Very Remote Australia,60,2017,12,1
4268,18,100,1080,Male,Outer Regional Australia,55,2017,12,1
4269,20,60,1220,Male,Inner Regional Australia,48,2017,12,1
4270,18,100,1127,Male,Outer Regional Australia,40,2017,12,1
4271,19,60,1159,Female,Major Cities of Australia,62,2017,12,1
4274,20,50,1240,Male,Major Cities of Australia,17,2017,12,1
4275,22,50,1327,Male,Major Cities of Australia,22,2017,12,1
4276,5,110,330,Male,Inner Regional Australia,38,2017,12,1
4277,20,60,1212,Male,Major Cities of Australia,28,2017,12,2
4278,21,100,1275,Male,Inner Regional Australia,35,2017,12,2
4279,0,60,25,Male,Major Cities of Australia,41,2017,12,2
4280,14,100,867,Female,Outer Regional Australia,25,2017,12,1
4282,14,80,885,Male,Major Cities of Australia,25,2017,12,1
4283,11,100,665,Male,Remote Australia,18,2017,12,1
4285,13,100,780,Male,Outer Regional Australia,23,2017,12,1
4288,14,100,865,Male,Outer Regional Australia,34,2017,12,1
4289,14,100,870,Male,Outer Regional Australia,26,2017,12,1
4290,9,60,552,Female,Remote Australia,59,2017,12,1
4291,9,90,567,Male,Inner Regional Australia,57,2017,12,2
4293,17,70,1029,Male,Major Cities of Australia,50,2017,12,1
4294,22,100,1365,Male,Outer Regional Australia,25,2017,12,2
4295,14,60,885,Male,Inner Regional Australia,49,2017,12,2
4296,11,110,687,Male,Outer Regional Australia,57,2017,12,1
4297,16,100,1006,Male,Outer Regional Australia,59,2017,12,2
4302,15,110,920,Male,Outer Regional Australia,86,2017,12,2
4303,16,50,987,Male,Major Cities of Australia,94,2017,12,1
4305,17,70,1045,Female,Major Cities of Australia,27,2017,12,2
4306,16,100,978,Female,Inner Regional Australia,73,2017,12,2
4307,10,70,615,Female,Major Cities of Australia,91,2017,12,2
4308,16,50,975,Male,Major Cities of Australia,16,2017,12,2
4309,11,100,710,Female,Outer Regional Australia,15,2017,12,1
4310,10,100,615,Male,Inner Regional Australia,23,2017,12,2
4311,17,100,1030,Female,Inner Regional Australia,19,2017,12,1
4312,6,60,405,Male,Inner Regional Australia,21,2017,12,2
4316,10,100,640,Female,Inner Regional Australia,21,2017,12,2
4317,17,110,1020,Female,Inner Regional Australia,25,2017,12,1
4318,7,100,475,Female,Inner Regional Australia,22,2017,12,2
4319,2,80,150,Male,Major Cities of Australia,28,2017,12,1
4320,15,110,930,Male,Very Remote Australia,37,2017,12,1
4321,19,70,1174,Male,Major Cities of Australia,35,2017,12,2
4322,20,50,1200,Male,Major Cities of Australia,33,2017,12,1
4323,10,100,640,Female,Inner Regional Australia,28,2017,12,2
4324,15,100,945,Male,Inner Regional Australia,59,2017,12,1
4325,11,70,695,Male,Major Cities of Australia,43,2017,12,2
4326,14,80,840,Male,Inner Regional Australia,51,2017,12,1
