,HorarioH,VelocidadeMaxima,Horário,Gênero,Região,Idade,Ano,Mes,TipoBatida
3511,5,100,300,Female,Major Cities of Australia,31,2018,8,2
3512,4,110,264,Male,Outer Regional Australia,30,2018,8,2
3513,4,110,264,Male,Outer Regional Australia,30,2018,8,2
3514,2,50,120,Male,Major Cities of Australia,34,2018,8,1
3515,0,80,50,Male,Inner Regional Australia,12,2018,8,1
3516,19,110,1140,Male,Outer Regional Australia,54,2018,8,2
3517,23,100,1380,Male,Outer Regional Australia,59,2018,8,2
3519,1,70,90,Female,Remote Australia,16,2018,8,1
3520,21,60,1280,Male,Major Cities of Australia,19,2018,8,2
3521,23,70,1400,Male,Major Cities of Australia,20,2018,8,1
3522,22,60,1375,Male,Outer Regional Australia,22,2018,8,1
3523,4,80,255,Male,Inner Regional Australia,25,2018,8,1
3524,19,80,1160,Female,Major Cities of Australia,24,2018,8,2
3525,18,100,1080,Male,Outer Regional Australia,39,2018,8,1
3526,5,100,356,Male,Major Cities of Australia,37,2018,8,1
3527,22,60,1320,Male,Major Cities of Australia,34,2018,8,2
3528,18,50,1095,Male,Major Cities of Australia,64,2018,8,1
3529,2,70,179,Male,Major Cities of Australia,42,2018,8,1
3530,11,100,710,Male,Inner Regional Australia,20,2018,8,2
3531,13,100,810,Male,Inner Regional Australia,17,2018,8,1
3532,7,100,465,Male,Major Cities of Australia,31,2018,8,1
3533,9,40,598,Female,Major Cities of Australia,27,2018,8,2
3535,11,100,660,Male,Outer Regional Australia,56,2018,8,2
3536,14,80,872,Male,Inner Regional Australia,62,2018,8,1
3537,13,100,805,Male,Outer Regional Australia,53,2018,8,2
3538,12,110,753,Male,Remote Australia,58,2018,8,1
3539,17,110,1020,Female,Very Remote Australia,59,2018,8,1
3540,15,80,945,Female,Inner Regional Australia,60,2018,8,1
3541,17,110,1020,Female,Very Remote Australia,65,2018,8,1
3543,17,100,1020,Male,Inner Regional Australia,77,2018,8,2
3544,12,100,770,Male,Outer Regional Australia,82,2018,8,1
3545,13,70,830,Female,Major Cities of Australia,88,2018,8,2
3546,10,100,635,Male,Inner Regional Australia,92,2018,8,2
3547,10,100,635,Female,Inner Regional Australia,86,2018,8,2
3548,16,100,960,Male,Outer Regional Australia,14,2018,8,1
3549,11,110,690,Female,Outer Regional Australia,24,2018,8,2
3550,11,110,690,Female,Outer Regional Australia,24,2018,8,2
3551,16,110,990,Male,Very Remote Australia,21,2018,8,1
3552,17,100,1048,Male,Inner Regional Australia,18,2018,8,1
3553,11,70,680,Male,Major Cities of Australia,25,2018,8,2
3554,10,100,615,Female,Outer Regional Australia,24,2018,8,1
3555,15,100,905,Female,Inner Regional Australia,32,2018,8,2
3556,14,100,840,Male,Outer Regional Australia,34,2018,8,2
3557,15,50,900,Male,Major Cities of Australia,38,2018,8,1
3558,14,60,840,Male,Major Cities of Australia,37,2018,8,2
3559,15,100,900,Male,Outer Regional Australia,37,2018,8,1
3560,7,100,420,Male,Outer Regional Australia,35,2018,8,2
3561,18,100,1080,Male,Inner Regional Australia,54,2018,8,1
3562,6,60,410,Male,Major Cities of Australia,36,2018,8,2
3563,10,110,655,Male,Very Remote Australia,49,2018,8,1
3564,13,100,780,Female,Very Remote Australia,52,2018,8,2
3565,6,80,360,Male,Inner Regional Australia,46,2018,8,2
3566,10,100,600,Male,Outer Regional Australia,56,2018,8,2
3567,16,70,1005,Male,Major Cities of Australia,43,2018,8,2
3568,10,80,600,Male,Inner Regional Australia,44,2018,8,2
3569,14,110,890,Female,Outer Regional Australia,59,2018,8,2
3570,14,110,890,Female,Outer Regional Australia,54,2018,8,2
3571,8,100,510,Male,Outer Regional Australia,41,2018,8,2
3572,12,100,720,Female,Outer Regional Australia,50,2018,8,2
3573,17,100,1020,Female,Major Cities of Australia,48,2018,8,2
3574,10,100,630,Female,Outer Regional Australia,53,2018,8,1
3575,11,60,660,Male,Outer Regional Australia,51,2018,8,1
3576,9,100,540,Male,Inner Regional Australia,44,2018,8,2
3577,15,80,940,Male,Major Cities of Australia,57,2018,8,2
3578,9,80,555,Male,Inner Regional Australia,64,2018,8,2
3579,12,100,720,Male,Major Cities of Australia,45,2018,8,1
3580,8,60,480,Male,Outer Regional Australia,66,2018,8,2
3581,12,100,720,Male,Outer Regional Australia,69,2018,8,2
3582,13,100,780,Female,Outer Regional Australia,69,2018,8,1
3583,16,80,990,Male,Inner Regional Australia,39,2018,8,2
3584,19,60,1158,Male,Major Cities of Australia,37,2018,8,1
3585,21,60,1276,Female,Major Cities of Australia,60,2018,8,1
3586,14,50,840,Male,Major Cities of Australia,89,2018,8,1
3587,11,70,672,Male,Major Cities of Australia,82,2018,8,1
3588,16,50,960,Female,Inner Regional Australia,76,2018,8,1
3589,16,60,1010,Male,Major Cities of Australia,16,2018,8,1
3590,17,50,1025,Female,Major Cities of Australia,74,2018,8,1
3591,6,60,360,Female,Major Cities of Australia,76,2018,8,1
3592,17,60,1020,Male,Major Cities of Australia,68,2018,8,2
3593,18,70,1100,Male,Major Cities of Australia,26,2018,8,1
3595,21,100,1290,Male,Outer Regional Australia,36,2018,8,1
3596,4,80,270,Male,Major Cities of Australia,72,2018,8,2
3597,18,60,1086,Male,Major Cities of Australia,37,2018,8,2
3598,22,60,1325,Male,Inner Regional Australia,48,2018,8,2
3599,17,100,1020,Male,Remote Australia,14,2018,8,1
3600,12,90,720,Male,Inner Regional Australia,66,2018,8,1
3601,17,50,1020,Male,Major Cities of Australia,38,2018,8,1
3602,14,100,840,Male,Outer Regional Australia,72,2018,8,2
3603,14,100,840,Female,Outer Regional Australia,71,2018,8,2
3604,0,80,1,Female,Major Cities of Australia,10,2018,7,2
3605,0,80,1,Male,Major Cities of Australia,4,2018,7,2
3606,4,90,278,Male,Major Cities of Australia,22,2018,7,1
3607,0,50,0,Male,Major Cities of Australia,17,2018,7,1
3608,20,100,1200,Male,Outer Regional Australia,25,2018,7,1
3609,2,100,147,Male,Inner Regional Australia,24,2018,7,1
3610,0,100,0,Male,Remote Australia,20,2018,7,1
3611,20,80,1200,Male,Inner Regional Australia,22,2018,7,1
3612,22,80,1336,Male,Major Cities of Australia,32,2018,7,1
3613,19,60,1140,Female,Major Cities of Australia,33,2018,7,2
3614,4,80,295,Male,Outer Regional Australia,36,2018,7,1
3615,1,100,85,Female,Outer Regional Australia,33,2018,7,1
3616,19,60,1140,Male,Major Cities of Australia,41,2018,7,2
3617,18,100,1080,Male,Inner Regional Australia,47,2018,7,2
3618,2,60,160,Female,Major Cities of Australia,87,2018,7,2
3619,20,50,1230,Male,Inner Regional Australia,23,2018,7,2
3620,21,60,1260,Male,Outer Regional Australia,22,2018,7,1
3621,23,60,1429,Male,Major Cities of Australia,23,2018,7,1
3622,22,110,1325,Male,Remote Australia,28,2018,7,2
3623,0,80,29,Male,Major Cities of Australia,30,2018,7,2
3624,5,100,315,Male,Inner Regional Australia,35,2018,7,2
3625,22,80,1320,Male,Outer Regional Australia,41,2018,7,1
3626,18,80,1080,Male,Remote Australia,50,2018,7,1
3627,18,110,1090,Female,Very Remote Australia,42,2018,7,1
3628,17,90,1065,Male,Major Cities of Australia,95,2018,7,2
3629,9,80,570,Male,Major Cities of Australia,4,2018,7,2
3630,10,70,600,Male,Major Cities of Australia,32,2018,7,2
3631,10,100,630,Male,Outer Regional Australia,35,2018,7,2
3632,6,80,360,Male,Outer Regional Australia,30,2018,7,1
3633,12,60,745,Male,Major Cities of Australia,57,2018,7,2
3634,15,50,935,Female,Major Cities of Australia,57,2018,7,1
3635,9,70,553,Female,Major Cities of Australia,45,2018,7,2
3636,10,50,620,Male,Outer Regional Australia,73,2018,7,2
3637,12,100,720,Male,Inner Regional Australia,82,2018,7,1
3638,7,50,420,Male,Inner Regional Australia,88,2018,7,1
3639,13,50,825,Female,Major Cities of Australia,89,2018,7,1
3640,16,60,990,Male,Major Cities of Australia,81,2018,7,2
3641,9,80,595,Male,Inner Regional Australia,71,2018,7,2
3642,0,70,10,Male,Major Cities of Australia,26,2018,7,2
3644,12,100,740,Male,Outer Regional Australia,24,2018,7,1
3645,16,110,1005,Male,Major Cities of Australia,19,2018,7,2
3646,16,90,964,Male,Inner Regional Australia,23,2018,7,2
3647,21,70,1265,Female,Remote Australia,33,2018,7,1
3648,17,60,1020,Female,Inner Regional Australia,30,2018,7,1
3649,14,80,896,Male,Inner Regional Australia,26,2018,7,1
3650,8,60,523,Female,Major Cities of Australia,26,2018,7,2
3651,14,60,840,Male,Inner Regional Australia,34,2018,7,1
3652,12,100,720,Male,Inner Regional Australia,28,2018,7,1
3653,12,100,720,Female,Inner Regional Australia,26,2018,7,1
3654,17,110,1020,Male,Very Remote Australia,27,2018,7,1
3655,17,100,1020,Male,Outer Regional Australia,37,2018,7,1
3656,16,80,1000,Male,Major Cities of Australia,42,2018,7,2
3657,12,70,755,Male,Inner Regional Australia,52,2018,7,1
3658,11,100,686,Female,Inner Regional Australia,60,2018,7,1
3660,12,110,777,Male,Inner Regional Australia,49,2018,7,2
3661,11,80,660,Male,Inner Regional Australia,50,2018,7,1
3662,8,100,490,Male,Inner Regional Australia,53,2018,7,2
3663,3,100,180,Female,Outer Regional Australia,41,2018,7,1
3664,14,100,870,Female,Inner Regional Australia,55,2018,7,2
3665,16,110,1005,Male,Major Cities of Australia,52,2018,7,2
3666,12,60,720,Male,Major Cities of Australia,43,2018,7,2
3667,0,70,10,Male,Major Cities of Australia,48,2018,7,2
3668,17,110,1020,Male,Remote Australia,57,2018,7,1
3669,11,100,660,Male,Very Remote Australia,49,2018,7,1
3670,9,100,560,Male,Outer Regional Australia,72,2018,7,2
3671,17,60,1030,Male,Major Cities of Australia,73,2018,7,2
3672,14,100,840,Female,Remote Australia,71,2018,7,1
3674,11,100,660,Male,Inner Regional Australia,68,2018,7,1
3675,7,100,420,Male,Inner Regional Australia,69,2018,7,1
3676,19,50,1148,Female,Major Cities of Australia,70,2018,7,1
3677,20,25,1232,Male,Major Cities of Australia,46,2018,7,1
3678,18,50,1095,Male,Major Cities of Australia,46,2018,7,1
3679,22,70,1373,Male,Major Cities of Australia,41,2018,7,1
3680,10,100,650,Male,Major Cities of Australia,71,2018,7,1
3681,9,60,580,Male,Major Cities of Australia,84,2018,7,1
3682,15,60,900,Male,Major Cities of Australia,22,2018,7,1
3683,7,60,420,Female,Major Cities of Australia,62,2018,7,1
3685,10,60,640,Male,Major Cities of Australia,55,2018,7,1
3686,12,50,765,Female,Major Cities of Australia,68,2018,7,1
3687,5,50,354,Female,Inner Regional Australia,82,2018,7,2
3688,19,100,1170,Male,Major Cities of Australia,23,2018,7,1
3689,9,50,590,Male,Inner Regional Australia,53,2018,7,2
3690,6,60,371,Male,Major Cities of Australia,65,2018,7,2
3691,18,50,1103,Male,Major Cities of Australia,15,2018,7,1
3692,4,110,240,Male,Inner Regional Australia,-9,2018,7,1
3693,23,100,1408,Female,Inner Regional Australia,9,2018,7,2
3694,23,100,1408,Male,Inner Regional Australia,59,2018,7,2
3695,23,100,1408,Male,Inner Regional Australia,71,2018,7,2
3696,1,100,60,Male,Inner Regional Australia,27,2018,7,2
3697,2,100,147,Male,Inner Regional Australia,32,2018,7,1
3698,19,100,1170,Female,Inner Regional Australia,71,2018,7,2
3699,6,100,360,Male,Outer Regional Australia,80,2018,7,2
3700,2,50,155,Male,Major Cities of Australia,19,2018,6,1
3701,3,110,195,Male,Outer Regional Australia,25,2018,6,1
3703,19,100,1140,Male,Inner Regional Australia,25,2018,6,1
3704,23,100,1430,Male,Outer Regional Australia,20,2018,6,1
3705,23,70,1380,Male,Major Cities of Australia,24,2018,6,1
3707,20,60,1200,Male,Major Cities of Australia,22,2018,6,2
3708,0,110,0,Female,Major Cities of Australia,32,2018,6,2
3709,1,70,95,Male,Major Cities of Australia,46,2018,6,1
3710,19,100,1140,Male,Inner Regional Australia,52,2018,6,1
3711,5,80,345,Male,Inner Regional Australia,42,2018,6,1
3712,20,100,1210,Male,Outer Regional Australia,47,2018,6,1
3713,4,100,240,Male,Outer Regional Australia,19,2018,6,1
3714,4,110,240,Male,Remote Australia,33,2018,6,1
3715,11,100,690,Male,Outer Regional Australia,78,2018,6,1
3716,15,60,900,Female,Inner Regional Australia,22,2018,6,2
3717,10,110,622,Male,Outer Regional Australia,30,2018,6,1
3718,12,60,730,Male,Inner Regional Australia,35,2018,6,2
3719,7,100,420,Male,Inner Regional Australia,32,2018,6,1
3720,11,110,697,Male,Inner Regional Australia,36,2018,6,2
3721,15,80,900,Male,Inner Regional Australia,44,2018,6,2
3722,7,100,440,Male,Inner Regional Australia,50,2018,6,1
3723,7,100,460,Male,Inner Regional Australia,40,2018,6,1
3724,2,50,120,Male,Very Remote Australia,20,2018,6,1
3725,12,100,720,Male,Outer Regional Australia,59,2018,6,2
3726,9,100,576,Female,Inner Regional Australia,55,2018,6,2
3727,11,80,660,Male,Inner Regional Australia,50,2018,6,1
3728,16,60,960,Female,Inner Regional Australia,50,2018,6,2
3729,10,100,650,Male,Outer Regional Australia,72,2018,6,2
3730,6,80,360,Male,Inner Regional Australia,67,2018,6,2
3731,10,110,630,Male,Inner Regional Australia,76,2018,6,1
3732,17,100,1020,Male,Outer Regional Australia,22,2018,6,2
3733,17,100,1020,Female,Outer Regional Australia,24,2018,6,2
3734,17,90,1055,Male,Inner Regional Australia,22,2018,6,2
3735,9,80,550,Female,Inner Regional Australia,35,2018,6,1
3736,1,60,84,Male,Major Cities of Australia,26,2018,6,1
3737,8,70,480,Female,Inner Regional Australia,36,2018,6,1
3738,12,110,765,Male,Inner Regional Australia,33,2018,6,1
3739,17,100,1070,Male,Inner Regional Australia,39,2018,6,2
3740,6,60,390,Male,Major Cities of Australia,31,2018,6,2
3741,8,100,480,Male,Remote Australia,34,2018,6,2
3742,15,100,930,Male,Inner Regional Australia,34,2018,6,2
3743,11,100,710,Male,Inner Regional Australia,29,2018,6,2
3744,13,110,799,Male,Very Remote Australia,32,2018,6,1
3745,13,100,828,Male,Inner Regional Australia,36,2018,6,2
3746,6,100,360,Male,Inner Regional Australia,50,2018,6,2
3747,10,110,648,Male,Outer Regional Australia,57,2018,6,2
3748,16,100,960,Male,Outer Regional Australia,60,2018,6,2
3749,4,100,240,Male,Major Cities of Australia,61,2018,6,2
3750,14,80,840,Male,Major Cities of Australia,40,2018,6,1
3751,11,100,670,Male,Inner Regional Australia,56,2018,6,2
3752,14,60,840,Male,Major Cities of Australia,47,2018,6,2
3753,10,100,630,Male,Major Cities of Australia,61,2018,6,2
3754,12,100,762,Male,Inner Regional Australia,49,2018,6,1
3755,12,100,777,Male,Inner Regional Australia,71,2018,6,1
3756,16,80,965,Male,Major Cities of Australia,65,2018,6,2
3757,19,50,1195,Male,Major Cities of Australia,77,2018,6,1
3758,18,70,1086,Female,Remote Australia,59,2018,6,1
3759,21,60,1298,Male,Remote Australia,62,2018,6,1
3760,18,70,1095,Male,Major Cities of Australia,54,2018,6,1
3761,5,70,316,Male,Major Cities of Australia,24,2018,6,1
3762,23,110,1386,Male,Very Remote Australia,32,2018,6,1
3763,23,50,1438,Female,Outer Regional Australia,55,2018,6,1
3764,8,60,530,Male,Major Cities of Australia,80,2018,6,1
3765,20,80,1230,Male,Major Cities of Australia,69,2018,6,1
3766,10,50,600,Male,Major Cities of Australia,39,2018,6,1
3767,13,50,780,Male,Major Cities of Australia,82,2018,6,1
3768,7,60,420,Female,Major Cities of Australia,33,2018,6,1
3769,6,60,360,Male,Major Cities of Australia,21,2018,6,1
3770,7,60,431,Male,Major Cities of Australia,69,2018,6,1
3771,17,60,1070,Male,Major Cities of Australia,72,2018,6,1
3772,6,60,410,Male,Major Cities of Australia,67,2018,6,1
3773,7,70,420,Female,Major Cities of Australia,67,2018,6,2
3774,19,50,1185,Female,Major Cities of Australia,79,2018,6,2
3775,19,100,1140,Male,Inner Regional Australia,26,2018,6,1
3776,11,60,686,Female,Major Cities of Australia,91,2018,6,2
3777,20,110,1213,Male,Inner Regional Australia,25,2018,5,1
3778,2,100,155,Male,Inner Regional Australia,24,2018,5,1
3779,21,100,1280,Male,Outer Regional Australia,22,2018,5,1
3780,23,100,1400,Male,Outer Regional Australia,18,2018,5,1
3781,1,80,102,Male,Major Cities of Australia,23,2018,5,1
3782,18,80,1085,Female,Outer Regional Australia,75,2018,5,2
3783,19,100,1155,Male,Outer Regional Australia,28,2018,5,1
3784,2,50,170,Male,Major Cities of Australia,37,2018,5,1
3785,22,80,1350,Male,Outer Regional Australia,34,2018,5,1
3786,20,60,1200,Female,Major Cities of Australia,54,2018,5,2
3787,19,60,1170,Male,Major Cities of Australia,49,2018,5,1
3788,21,110,1265,Male,Outer Regional Australia,42,2018,5,1
3789,2,110,170,Male,Inner Regional Australia,44,2018,5,1
3790,5,100,345,Male,Inner Regional Australia,50,2018,5,1
3791,2,80,150,Female,Inner Regional Australia,41,2018,5,1
3792,18,80,1085,Female,Outer Regional Australia,64,2018,5,2
3793,22,80,1365,Male,Major Cities of Australia,19,2018,5,1
3794,23,60,1400,Male,Major Cities of Australia,19,2018,5,1
3795,18,100,1080,Male,Outer Regional Australia,22,2018,5,1
3796,20,100,1254,Male,Outer Regional Australia,26,2018,5,1
3797,21,100,1260,Male,Inner Regional Australia,30,2018,5,1
3798,23,80,1400,Male,Major Cities of Australia,32,2018,5,2
3800,18,110,1110,Male,Outer Regional Australia,58,2018,5,2
3801,20,60,1235,Male,Major Cities of Australia,51,2018,5,2
3802,23,10,1384,Male,Inner Regional Australia,41,2018,5,1
3803,20,110,1244,Female,Very Remote Australia,47,2018,5,1
3804,21,60,1260,Male,Inner Regional Australia,43,2018,5,1
3805,11,100,665,Female,Outer Regional Australia,15,2018,5,1
3807,16,100,978,Male,Outer Regional Australia,28,2018,5,2
3808,8,110,495,Female,Outer Regional Australia,33,2018,5,1
3809,10,100,630,Male,Remote Australia,62,2018,5,1
3810,14,50,843,Male,Major Cities of Australia,58,2018,5,2
3811,13,100,818,Male,Very Remote Australia,58,2018,5,1
3812,10,100,640,Male,Outer Regional Australia,64,2018,5,1
3813,14,100,840,Female,Outer Regional Australia,46,2018,5,1
3814,8,100,533,Male,Inner Regional Australia,67,2018,5,2
3815,14,110,840,Male,Outer Regional Australia,17,2018,5,1
3816,8,130,485,Male,Remote Australia,86,2018,5,2
3817,11,50,670,Male,Inner Regional Australia,92,2018,5,1
3818,11,60,700,Male,Inner Regional Australia,83,2018,5,2
3819,15,50,918,Male,Inner Regional Australia,77,2018,5,2
3820,8,50,525,Male,Major Cities of Australia,75,2018,5,2
3821,10,100,600,Female,Inner Regional Australia,81,2018,5,1
3822,10,100,600,Male,Inner Regional Australia,75,2018,5,2
3823,10,100,650,Male,Inner Regional Australia,75,2018,5,2
3824,17,70,1020,Male,Major Cities of Australia,25,2018,5,2
3825,16,100,960,Male,Outer Regional Australia,23,2018,5,2
3826,9,80,540,Male,Major Cities of Australia,22,2018,5,2
3827,13,100,820,Male,Inner Regional Australia,22,2018,5,1
3828,14,70,878,Male,Major Cities of Australia,23,2018,5,1
3829,15,110,911,Male,Inner Regional Australia,31,2018,5,1
3830,15,70,924,Male,Major Cities of Australia,37,2018,5,2
3831,7,100,465,Female,Major Cities of Australia,36,2018,5,2
3832,7,100,465,Female,Major Cities of Australia,34,2018,5,2
3833,14,100,878,Male,Inner Regional Australia,57,2018,5,2
3834,9,110,580,Male,Outer Regional Australia,48,2018,5,1
3835,9,100,570,Male,Inner Regional Australia,41,2018,5,2
3836,9,100,560,Male,Inner Regional Australia,43,2018,5,1
3837,13,100,780,Male,Inner Regional Australia,46,2018,5,1
3838,11,80,718,Male,Inner Regional Australia,54,2018,5,2
3839,7,60,470,Female,Inner Regional Australia,43,2018,5,2
3840,13,100,815,Male,Inner Regional Australia,57,2018,5,2
3841,13,110,809,Male,Inner Regional Australia,65,2018,5,1
3842,8,110,500,Male,Outer Regional Australia,66,2018,5,2
3843,7,100,465,Male,Outer Regional Australia,74,2018,5,1
3844,1,80,60,Male,Inner Regional Australia,18,2018,5,1
3845,19,50,1160,Female,Very Remote Australia,33,2018,5,1
3846,19,60,1140,Male,Outer Regional Australia,8,2018,5,1
3847,23,50,1390,Male,Inner Regional Australia,27,2018,5,1
3848,18,50,1085,Male,Major Cities of Australia,73,2018,5,1
3849,12,60,770,Male,Major Cities of Australia,81,2018,5,1
3850,12,60,720,Male,Major Cities of Australia,61,2018,5,1
3851,10,50,656,Male,Major Cities of Australia,84,2018,5,1
3852,11,40,705,Male,Inner Regional Australia,78,2018,5,1
3853,10,70,630,Female,Major Cities of Australia,85,2018,5,1
3854,6,60,410,Male,Inner Regional Australia,83,2018,5,1
3855,8,80,480,Female,Remote Australia,84,2018,5,1
3857,7,80,420,Female,Major Cities of Australia,14,2018,5,1
3858,18,80,1085,Female,Outer Regional Australia,74,2018,5,2
3859,18,80,1085,Female,Outer Regional Australia,71,2018,5,2
3860,7,40,475,Male,Major Cities of Australia,31,2018,5,1
3861,6,60,360,Female,Major Cities of Australia,51,2018,5,1
3862,22,50,1320,Male,Outer Regional Australia,25,2018,5,1
3863,20,100,1200,Male,Very Remote Australia,64,2018,5,1
3864,15,60,900,Male,Major Cities of Australia,15,2018,5,2
3865,10,60,620,Male,Inner Regional Australia,78,2018,5,2
3866,11,100,715,Male,Major Cities of Australia,78,2018,5,2
3867,18,100,1086,Male,Major Cities of Australia,0,2018,4,2
3868,23,100,1429,Male,Major Cities of Australia,0,2018,4,1
3869,1,110,60,Male,Outer Regional Australia,16,2018,4,1
3870,3,50,190,Male,Major Cities of Australia,24,2018,4,1
3871,18,50,1130,Male,Inner Regional Australia,24,2018,4,1
3872,18,50,1130,Male,Inner Regional Australia,24,2018,4,1
3874,5,110,344,Male,Remote Australia,19,2018,4,1
3875,22,60,1320,Female,Major Cities of Australia,22,2018,4,1
3876,18,50,1090,Male,Inner Regional Australia,20,2018,4,2
3877,4,60,240,Male,Inner Regional Australia,56,2018,4,1
3878,5,110,344,Male,Remote Australia,27,2018,4,1
3879,5,110,310,Male,Outer Regional Australia,36,2018,4,2
3880,1,80,71,Female,Major Cities of Australia,32,2018,4,2
3881,1,80,71,Male,Major Cities of Australia,38,2018,4,2
3882,19,110,1187,Male,Outer Regional Australia,28,2018,4,1
3883,0,100,0,Male,Inner Regional Australia,45,2018,4,1
3884,20,100,1230,Male,Outer Regional Australia,43,2018,4,1
3885,0,50,10,Male,Inner Regional Australia,23,2018,4,1
3886,1,60,75,Male,Major Cities of Australia,17,2018,4,2
3887,20,100,1200,Male,Remote Australia,19,2018,4,1
3888,22,110,1350,Male,Very Remote Australia,35,2018,4,1
3889,0,50,55,Male,Inner Regional Australia,34,2018,4,1
3890,0,50,55,Male,Inner Regional Australia,29,2018,4,1
3891,1,110,90,Male,Major Cities of Australia,38,2018,4,1
3892,18,110,1110,Female,Very Remote Australia,26,2018,4,2
3893,3,110,225,Male,Outer Regional Australia,32,2018,4,2
3894,18,100,1080,Male,Remote Australia,41,2018,4,2
3895,5,60,320,Male,Major Cities of Australia,53,2018,4,2
3896,9,60,545,Male,Major Cities of Australia,94,2018,4,2
3897,11,80,690,Male,Major Cities of Australia,83,2018,4,2
3898,15,100,930,Male,Inner Regional Australia,84,2018,4,1
3899,8,110,495,Female,Outer Regional Australia,37,2018,4,1
3900,14,60,840,Male,Inner Regional Australia,36,2018,4,1
3901,17,70,1020,Male,Major Cities of Australia,31,2018,4,1
3902,9,110,544,Male,Very Remote Australia,28,2018,4,1
3903,12,100,725,Female,Inner Regional Australia,52,2018,4,1
3904,11,110,688,Male,Inner Regional Australia,64,2018,4,1
3905,15,100,930,Male,Very Remote Australia,62,2018,4,1
3906,10,80,610,Male,Inner Regional Australia,57,2018,4,2
3907,9,80,545,Female,Major Cities of Australia,63,2018,4,2
3908,10,110,630,Male,Very Remote Australia,59,2018,4,2
3909,9,100,580,Male,Inner Regional Australia,54,2018,4,1
3910,12,110,750,Male,Remote Australia,65,2018,4,1
3911,16,50,970,Male,Major Cities of Australia,89,2018,4,2
3912,15,100,930,Female,Remote Australia,70,2018,4,2
3913,12,110,720,Male,Outer Regional Australia,36,2018,4,2
3914,11,110,660,Female,Remote Australia,1,2018,4,1
3915,15,60,930,Male,Major Cities of Australia,25,2018,4,2
3916,16,80,1005,Female,Inner Regional Australia,19,2018,4,2
3917,16,70,967,Male,Major Cities of Australia,23,2018,4,2
3918,9,100,585,Male,Outer Regional Australia,19,2018,4,1
3919,11,110,688,Female,Outer Regional Australia,35,2018,4,2
3920,11,110,688,Male,Outer Regional Australia,38,2018,4,2
3921,16,60,981,Male,Major Cities of Australia,62,2018,4,2
3922,14,60,840,Female,Outer Regional Australia,54,2018,4,1
3923,10,100,615,Male,Inner Regional Australia,51,2018,4,2
3924,17,110,1055,Male,Inner Regional Australia,40,2018,4,1
3925,9,100,560,Female,Inner Regional Australia,56,2018,4,2
3926,17,80,1040,Female,Major Cities of Australia,51,2018,4,2
3927,8,100,480,Female,Inner Regional Australia,63,2018,4,2
3928,11,60,665,Male,Inner Regional Australia,48,2018,4,2
3929,11,100,660,Female,Outer Regional Australia,64,2018,4,1
3930,13,60,820,Male,Major Cities of Australia,43,2018,4,2
3931,13,100,830,Female,Outer Regional Australia,63,2018,4,1
3932,12,110,750,Male,Outer Regional Australia,61,2018,4,1
3933,16,80,960,Male,Inner Regional Australia,72,2018,4,1
3934,11,100,680,Male,Outer Regional Australia,67,2018,4,1
3935,13,110,803,Male,Very Remote Australia,74,2018,4,1
3936,7,60,435,Male,Major Cities of Australia,70,2018,4,1
3937,6,20,360,Male,Major Cities of Australia,65,2018,4,1
3938,22,80,1320,Male,Major Cities of Australia,33,2018,4,1
3939,14,60,880,Female,Major Cities of Australia,61,2018,4,1
3940,16,60,972,Female,Major Cities of Australia,68,2018,4,1
3941,9,50,554,Male,Inner Regional Australia,84,2018,4,1
3942,15,100,940,Male,Major Cities of Australia,82,2018,4,1
3943,10,50,610,Male,Major Cities of Australia,85,2018,4,1
3944,7,50,459,Male,Major Cities of Australia,79,2018,4,1
3945,19,100,1140,Male,Inner Regional Australia,70,2018,4,2
3946,19,100,1140,Female,Inner Regional Australia,68,2018,4,2
3947,17,60,1020,Male,Major Cities of Australia,59,2018,4,1
3948,13,80,789,Female,Major Cities of Australia,59,2018,4,1
3949,19,60,1140,Male,Inner Regional Australia,24,2018,4,1
3950,18,50,1100,Female,Major Cities of Australia,92,2018,4,1
3951,18,70,1117,Male,Major Cities of Australia,27,2018,4,2
3952,1,110,60,Male,Outer Regional Australia,17,2018,4,1
3953,18,100,1125,Male,Outer Regional Australia,18,2018,4,2
3954,11,50,693,Male,Major Cities of Australia,86,2018,4,2
3955,0,100,0,Male,Major Cities of Australia,16,2018,3,1
3956,4,100,296,Male,Major Cities of Australia,22,2018,3,1
3957,3,50,210,Male,Major Cities of Australia,21,2018,3,1
3958,19,60,1140,Female,Inner Regional Australia,20,2018,3,1
3959,23,100,1380,Male,Inner Regional Australia,19,2018,3,1
3960,5,70,300,Male,Major Cities of Australia,21,2018,3,2
3961,3,100,180,Male,Remote Australia,23,2018,3,1
3962,1,80,105,Female,Major Cities of Australia,24,2018,3,1
3963,2,60,150,Female,Remote Australia,18,2018,3,1
3964,2,60,120,Male,Remote Australia,19,2018,3,1
3965,18,50,1135,Male,Inner Regional Australia,87,2018,3,2
3966,22,80,1367,Male,Inner Regional Australia,32,2018,3,1
3967,3,60,180,Female,Major Cities of Australia,26,2018,3,2
3968,5,60,320,Male,Major Cities of Australia,26,2018,3,1
3969,18,60,1080,Male,Inner Regional Australia,4,2018,3,1
3970,21,100,1260,Male,Inner Regional Australia,27,2018,3,2
3972,20,100,1200,Male,Outer Regional Australia,42,2018,3,1
3973,18,50,1130,Male,Major Cities of Australia,26,2018,3,2
